User_id,Merchant_id,User_merchant_buy_total,User_merchant_received,User_merchant_buy_use_coupon,User_merchant_any,User_merchant_buy_common,User_merchant_coupon_transfer_rate,User_merchant_coupon_buy_rate,User_merchant_coupon_rate,User_merchant_coupon_common_rate
2311166,6485,4,2,2,4,2,1.0,0.5,1.0,0.5
2414524,3599,1,2,1,2,1,0.5,1.0,0.5,1.0
2434911,7314,2,3,2,3,2,0.6666666666666666,1.0,0.6666666666666666,1.0
2438394,760,5,1,1,5,1,1.0,0.2,1.0,0.2
2462695,672,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
2516502,450,1,1,1,1,1,1.0,1.0,1.0,1.0
2539726,4511,2,1,1,2,1,1.0,0.5,1.0,0.5
2629435,7910,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
2665191,2558,2,1,1,2,1,1.0,0.5,1.0,0.5
2693425,6901,1,1,1,1,1,1.0,1.0,1.0,1.0
2732992,1469,2,1,1,2,1,1.0,0.5,1.0,0.5
2773611,7483,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
2789586,3283,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
2807083,129,5,2,2,5,2,1.0,0.4,1.0,0.4
2970985,6620,5,1,1,5,1,1.0,0.2,1.0,0.2
2990990,2934,2,1,1,2,1,1.0,0.5,1.0,0.5
3034674,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
3092607,7921,3,3,1,5,1,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333
3147588,3284,2,1,1,2,1,1.0,0.5,1.0,0.5
3201413,3532,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3259515,6485,5,2,2,5,2,1.0,0.4,1.0,0.4
3280062,8181,1,7,1,7,1,0.14285714285714285,1.0,0.14285714285714285,1.0
3380698,1945,10,2,1,11,1,0.5,0.1,0.9090909090909091,0.1
3394481,4807,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
3403524,7555,1,1,1,1,1,1.0,1.0,1.0,1.0
3422211,7555,1,1,1,1,1,1.0,1.0,1.0,1.0
3508647,7600,8,2,2,8,2,1.0,0.25,1.0,0.25
3587299,6287,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3594316,5985,7,1,1,7,1,1.0,0.14285714285714285,1.0,0.14285714285714285
3619746,1379,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3695920,3283,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
3815357,8181,3,4,2,5,2,0.5,0.6666666666666666,0.6,0.6666666666666666
3858038,611,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
3957362,760,2,1,1,2,1,1.0,0.5,1.0,0.5
4017050,450,1,1,1,1,1,1.0,1.0,1.0,1.0
4043631,2036,1,1,1,1,1,1.0,1.0,1.0,1.0
4102205,760,2,1,1,2,1,1.0,0.5,1.0,0.5
4107066,760,1,1,1,1,1,1.0,1.0,1.0,1.0
4158285,1941,4,1,1,4,1,1.0,0.25,1.0,0.25
4172235,1125,6,7,6,7,6,0.8571428571428571,1.0,0.8571428571428571,1.0
4190641,450,1,1,1,1,1,1.0,1.0,1.0,1.0
4197522,797,10,6,4,12,4,0.6666666666666666,0.4,0.8333333333333334,0.4
4199829,7422,1,1,1,1,1,1.0,1.0,1.0,1.0
4243948,6485,5,3,1,7,1,0.3333333333333333,0.2,0.7142857142857143,0.2
4252955,3293,1,2,1,2,1,0.5,1.0,0.5,1.0
4261016,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
4275619,1578,1,1,1,1,1,1.0,1.0,1.0,1.0
4279387,3630,2,1,1,2,1,1.0,0.5,1.0,0.5
4302197,1125,3,3,2,4,2,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666
4328828,2934,1,1,1,1,1,1.0,1.0,1.0,1.0
4328917,2667,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4391625,7913,4,2,2,4,2,1.0,0.5,1.0,0.5
4394302,5591,2,1,1,2,1,1.0,0.5,1.0,0.5
4399039,3172,2,6,2,6,2,0.3333333333333333,1.0,0.3333333333333333,1.0
4408820,8037,8,2,2,8,2,1.0,0.25,1.0,0.25
4416166,2738,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
4434471,1379,5,1,1,5,1,1.0,0.2,1.0,0.2
4489537,1087,2,1,1,2,1,1.0,0.5,1.0,0.5
4567097,7724,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
4574776,7803,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
4629238,7903,11,4,3,12,3,0.75,0.2727272727272727,0.9166666666666666,0.2727272727272727
4630377,450,3,4,1,6,1,0.25,0.3333333333333333,0.5,0.3333333333333333
4638589,6475,1,2,1,2,1,0.5,1.0,0.5,1.0
4688154,1469,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
4706979,5574,2,1,1,2,1,1.0,0.5,1.0,0.5
4720645,1379,2,2,2,2,2,1.0,1.0,1.0,1.0
4759613,5256,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
4805379,611,5,1,1,5,1,1.0,0.2,1.0,0.2
4858697,25,13,3,3,13,3,1.0,0.23076923076923078,1.0,0.23076923076923078
4873173,7113,1,1,1,1,1,1.0,1.0,1.0,1.0
5111921,3621,1,1,1,1,1,1.0,1.0,1.0,1.0
5122714,4195,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
5151100,2609,2,3,2,3,2,0.6666666666666666,1.0,0.6666666666666666,1.0
5238714,6901,2,1,1,2,1,1.0,0.5,1.0,0.5
5255678,1532,2,1,1,2,1,1.0,0.5,1.0,0.5
5296829,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
5362016,7910,1,1,1,1,1,1.0,1.0,1.0,1.0
5393375,6485,1,1,1,1,1,1.0,1.0,1.0,1.0
5395952,5591,9,1,1,9,1,1.0,0.1111111111111111,1.0,0.1111111111111111
5443047,3546,4,1,1,4,1,1.0,0.25,1.0,0.25
5450256,760,2,1,1,2,1,1.0,0.5,1.0,0.5
5488969,7799,1,1,1,1,1,1.0,1.0,1.0,1.0
5507271,984,2,3,2,3,2,0.6666666666666666,1.0,0.6666666666666666,1.0
5568087,611,2,2,2,2,2,1.0,1.0,1.0,1.0
5604132,7600,7,2,1,8,1,0.5,0.14285714285714285,0.875,0.14285714285714285
5617018,2610,2,1,1,2,1,1.0,0.5,1.0,0.5
5671774,7422,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
5725732,1648,1,1,1,1,1,1.0,1.0,1.0,1.0
5751061,1945,7,4,3,8,3,0.75,0.42857142857142855,0.875,0.42857142857142855
5752961,1672,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
5754707,5256,29,24,19,34,19,0.7916666666666666,0.6551724137931034,0.8529411764705882,0.6551724137931034
5785031,5828,4,1,1,4,1,1.0,0.25,1.0,0.25
5820693,760,2,1,1,2,1,1.0,0.5,1.0,0.5
5875285,2247,4,2,1,5,1,0.5,0.25,0.8,0.25
6023478,7742,5,1,1,5,1,1.0,0.2,1.0,0.2
6048996,8468,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
6050507,6885,2,1,1,2,1,1.0,0.5,1.0,0.5
6072245,760,1,1,1,1,1,1.0,1.0,1.0,1.0
6146415,760,5,1,1,5,1,1.0,0.2,1.0,0.2
6165096,6485,4,2,2,4,2,1.0,0.5,1.0,0.5
6170463,4043,1,1,1,1,1,1.0,1.0,1.0,1.0
6325147,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
6354435,3293,8,4,3,9,3,0.75,0.375,0.8888888888888888,0.375
6384989,7717,1,1,1,1,1,1.0,1.0,1.0,1.0
6431183,2995,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
6483876,7422,2,1,1,2,1,1.0,0.5,1.0,0.5
6544029,1244,4,3,1,6,1,0.3333333333333333,0.25,0.6666666666666666,0.25
6548535,7646,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
6695566,7555,1,1,1,1,1,1.0,1.0,1.0,1.0
6720173,3532,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
6772554,382,2,2,2,2,2,1.0,1.0,1.0,1.0
6775820,2709,2,1,1,2,1,1.0,0.5,1.0,0.5
6820798,4377,4,1,1,4,1,1.0,0.25,1.0,0.25
6873135,2592,4,1,1,4,1,1.0,0.25,1.0,0.25
6913453,1839,2,1,1,2,1,1.0,0.5,1.0,0.5
7069695,3251,5,2,2,5,2,1.0,0.4,1.0,0.4
7141515,2934,2,2,2,2,2,1.0,1.0,1.0,1.0
7157270,3532,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
7159392,775,2,1,1,2,1,1.0,0.5,1.0,0.5
7193804,760,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
7194325,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
7199201,797,7,6,1,12,1,0.16666666666666666,0.14285714285714285,0.5833333333333334,0.14285714285714285
7212863,760,4,1,1,4,1,1.0,0.25,1.0,0.25
7217940,5217,5,1,1,5,1,1.0,0.2,1.0,0.2
7220135,7322,2,1,1,2,1,1.0,0.5,1.0,0.5
7259278,3621,1,2,1,2,1,0.5,1.0,0.5,1.0
7281709,4906,4,1,1,4,1,1.0,0.25,1.0,0.25
7334910,3532,5,1,1,5,1,1.0,0.2,1.0,0.2
14689,6375,2,1,1,2,1,1.0,0.5,1.0,0.5
55268,6000,1,1,1,1,1,1.0,1.0,1.0,1.0
116855,4720,2,1,1,2,1,1.0,0.5,1.0,0.5
150371,4953,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
197526,4597,1,2,1,2,1,0.5,1.0,0.5,1.0
212662,2934,5,2,2,5,2,1.0,0.4,1.0,0.4
319279,582,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
327529,4720,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
367513,4083,8,9,8,9,8,0.8888888888888888,1.0,0.8888888888888888,1.0
375207,4356,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
409069,8181,4,7,2,9,2,0.2857142857142857,0.5,0.4444444444444444,0.5
456949,1945,6,2,1,7,1,0.5,0.16666666666666666,0.8571428571428571,0.16666666666666666
526773,611,2,1,1,2,1,1.0,0.5,1.0,0.5
576686,4883,9,10,8,11,8,0.8,0.8888888888888888,0.8181818181818182,0.8888888888888888
619107,611,2,2,2,2,2,1.0,1.0,1.0,1.0
705150,797,1,6,1,6,1,0.16666666666666666,1.0,0.16666666666666666,1.0
871572,7428,1,1,1,1,1,1.0,1.0,1.0,1.0
976363,3104,11,5,4,12,4,0.8,0.36363636363636365,0.9166666666666666,0.36363636363636365
997802,6825,13,19,8,24,8,0.42105263157894735,0.6153846153846154,0.5416666666666666,0.6153846153846154
1033812,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
1070734,1379,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
1109447,1080,11,16,3,24,3,0.1875,0.2727272727272727,0.4583333333333333,0.2727272727272727
1133688,6352,2,1,1,2,1,1.0,0.5,1.0,0.5
1185741,6638,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
1214591,3729,1,2,1,2,1,0.5,1.0,0.5,1.0
1257008,5609,30,1,1,30,1,1.0,0.03333333333333333,1.0,0.03333333333333333
1313011,760,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
1333735,7354,2,1,1,2,1,1.0,0.5,1.0,0.5
1356378,3284,16,2,2,16,2,1.0,0.125,1.0,0.125
1363104,6901,7,3,1,9,1,0.3333333333333333,0.14285714285714285,0.7777777777777778,0.14285714285714285
1464436,6504,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
1469388,2622,1,1,1,1,1,1.0,1.0,1.0,1.0
1478112,7483,1,1,1,1,1,1.0,1.0,1.0,1.0
1538911,4579,1,1,1,1,1,1.0,1.0,1.0,1.0
1591886,7717,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
1596614,6362,1,2,1,2,1,0.5,1.0,0.5,1.0
1632011,7483,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
1647709,380,14,2,2,14,2,1.0,0.14285714285714285,1.0,0.14285714285714285
1720956,5455,2,1,1,2,1,1.0,0.5,1.0,0.5
1744198,7011,4,2,1,5,1,0.5,0.25,0.8,0.25
1752823,760,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
1796148,207,4,3,2,5,2,0.6666666666666666,0.5,0.8,0.5
1840009,5813,2,1,1,2,1,1.0,0.5,1.0,0.5
1900151,760,1,1,1,1,1,1.0,1.0,1.0,1.0
1973548,2786,2,1,1,2,1,1.0,0.5,1.0,0.5
1989003,4130,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
2061153,7717,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
2186630,450,11,6,4,13,4,0.6666666666666666,0.36363636363636365,0.8461538461538461,0.36363636363636365
2191146,5042,1,2,1,2,1,0.5,1.0,0.5,1.0
2218934,2036,1,1,1,1,1,1.0,1.0,1.0,1.0
2249894,7838,1,1,1,1,1,1.0,1.0,1.0,1.0
2266270,5717,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
2284470,3621,1,1,1,1,1,1.0,1.0,1.0,1.0
2309553,8386,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
2321723,2934,9,2,2,9,2,1.0,0.2222222222222222,1.0,0.2222222222222222
2329027,2976,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
2345050,4427,2,1,1,2,1,1.0,0.5,1.0,0.5
2356450,6485,9,2,2,9,2,1.0,0.2222222222222222,1.0,0.2222222222222222
2394274,2976,4,1,1,4,1,1.0,0.25,1.0,0.25
2417485,6135,3,5,1,7,1,0.2,0.3333333333333333,0.42857142857142855,0.3333333333333333
2418438,212,6,3,1,8,1,0.3333333333333333,0.16666666666666666,0.75,0.16666666666666666
2436201,7679,1,1,1,1,1,1.0,1.0,1.0,1.0
2444768,760,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
2459185,6650,4,2,1,5,1,0.5,0.25,0.8,0.25
2497280,7974,5,2,2,5,2,1.0,0.4,1.0,0.4
2510523,2813,4,3,1,6,1,0.3333333333333333,0.25,0.6666666666666666,0.25
2537065,611,1,1,1,1,1,1.0,1.0,1.0,1.0
2817458,6024,8,3,1,10,1,0.3333333333333333,0.125,0.8,0.125
2825667,6352,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
2892715,6485,5,1,1,5,1,1.0,0.2,1.0,0.2
2954149,629,1,1,1,1,1,1.0,1.0,1.0,1.0
3021182,4030,7,3,1,9,1,0.3333333333333333,0.14285714285714285,0.7777777777777778,0.14285714285714285
3024379,803,2,3,1,4,1,0.3333333333333333,0.5,0.5,0.5
3107194,3546,1,2,1,2,1,0.5,1.0,0.5,1.0
3211356,1941,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3211953,4242,1,1,1,1,1,1.0,1.0,1.0,1.0
3292847,3283,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
3293802,4195,4,4,1,7,1,0.25,0.25,0.5714285714285714,0.25
3328882,760,1,1,1,1,1,1.0,1.0,1.0,1.0
3338295,2970,2,1,1,2,1,1.0,0.5,1.0,0.5
3398915,6485,22,3,3,22,3,1.0,0.13636363636363635,1.0,0.13636363636363635
3415488,4157,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
3416860,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
3516008,7460,1,2,1,2,1,0.5,1.0,0.5,1.0
3657434,3381,2,1,1,2,1,1.0,0.5,1.0,0.5
3672653,760,9,2,2,9,2,1.0,0.2222222222222222,1.0,0.2222222222222222
3695587,2934,2,2,2,2,2,1.0,1.0,1.0,1.0
3735547,7717,2,1,1,2,1,1.0,0.5,1.0,0.5
3744265,3621,13,9,8,14,8,0.8888888888888888,0.6153846153846154,0.9285714285714286,0.6153846153846154
3789982,2934,4,1,1,4,1,1.0,0.25,1.0,0.25
3898714,3532,8,2,1,9,1,0.5,0.125,0.8888888888888888,0.125
3940967,2237,2,1,1,2,1,1.0,0.5,1.0,0.5
3971646,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
4077587,1433,5,2,1,6,1,0.5,0.2,0.8333333333333334,0.2
4138578,4649,4,3,1,6,1,0.3333333333333333,0.25,0.6666666666666666,0.25
4177675,450,2,3,2,3,2,0.6666666666666666,1.0,0.6666666666666666,1.0
4178170,6135,41,46,41,46,41,0.8913043478260869,1.0,0.8913043478260869,1.0
4190148,7422,5,2,2,5,2,1.0,0.4,1.0,0.4
4278572,6485,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
4348594,6485,2,2,2,2,2,1.0,1.0,1.0,1.0
4366875,75,1,1,1,1,1,1.0,1.0,1.0,1.0
4406915,6485,5,2,2,5,2,1.0,0.4,1.0,0.4
4428373,7229,24,5,4,25,4,0.8,0.16666666666666666,0.96,0.16666666666666666
4449288,512,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
4452857,3518,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
4477088,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4497473,760,6,3,3,6,3,1.0,0.5,1.0,0.5
4577324,3939,1,2,1,2,1,0.5,1.0,0.5,1.0
4577380,5717,1,2,1,2,1,0.5,1.0,0.5,1.0
4581616,3939,16,7,5,18,5,0.7142857142857143,0.3125,0.8888888888888888,0.3125
4630855,4195,5,1,1,5,1,1.0,0.2,1.0,0.2
4637872,1469,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
4644801,3283,2,2,2,2,2,1.0,1.0,1.0,1.0
4674434,7910,2,1,1,2,1,1.0,0.5,1.0,0.5
4680651,6901,3,3,1,5,1,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333
4680758,823,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4786223,1715,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4867030,760,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
4884598,6901,4,2,1,5,1,0.5,0.25,0.8,0.25
4925270,7958,6,12,6,12,6,0.5,1.0,0.5,1.0
4952108,6485,8,2,1,9,1,0.5,0.125,0.8888888888888888,0.125
4952646,2934,4,1,1,4,1,1.0,0.25,1.0,0.25
4955346,3532,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
4973034,3621,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
5008204,6683,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
5021700,1809,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
5037096,6901,5,1,1,5,1,1.0,0.2,1.0,0.2
5157541,2085,2,1,1,2,1,1.0,0.5,1.0,0.5
5200774,611,1,2,1,2,1,0.5,1.0,0.5,1.0
5207023,5135,1,2,1,2,1,0.5,1.0,0.5,1.0
5251507,303,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
5279696,6683,2,1,1,2,1,1.0,0.5,1.0,0.5
5280794,5773,30,20,16,34,16,0.8,0.5333333333333333,0.8823529411764706,0.5333333333333333
5360815,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
5400807,187,1,1,1,1,1,1.0,1.0,1.0,1.0
5414423,3232,23,3,1,25,1,0.3333333333333333,0.043478260869565216,0.92,0.043478260869565216
5416990,3293,1,1,1,1,1,1.0,1.0,1.0,1.0
5680595,760,1,1,1,1,1,1.0,1.0,1.0,1.0
5699541,4195,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
5756458,7234,5,1,1,5,1,1.0,0.2,1.0,0.2
5838283,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
5840075,4515,9,1,1,9,1,1.0,0.1111111111111111,1.0,0.1111111111111111
5847530,6713,4,3,2,5,2,0.6666666666666666,0.5,0.8,0.5
5896299,8330,1,2,1,2,1,0.5,1.0,0.5,1.0
5900548,7483,2,1,1,2,1,1.0,0.5,1.0,0.5
5984550,8181,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
6085406,2970,2,1,1,2,1,1.0,0.5,1.0,0.5
6178220,760,1,1,1,1,1,1.0,1.0,1.0,1.0
6250735,1469,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
6271503,6650,4,1,1,4,1,1.0,0.25,1.0,0.25
6276605,3759,1,1,1,1,1,1.0,1.0,1.0,1.0
6382129,797,8,16,4,20,4,0.25,0.5,0.4,0.5
6464703,1945,7,1,1,7,1,1.0,0.14285714285714285,1.0,0.14285714285714285
6471017,2976,5,1,1,5,1,1.0,0.2,1.0,0.2
6484559,6485,4,2,2,4,2,1.0,0.5,1.0,0.5
6488952,7555,2,1,1,2,1,1.0,0.5,1.0,0.5
6560014,6553,4,4,1,7,1,0.25,0.25,0.5714285714285714,0.25
6618557,860,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
6662980,3847,42,34,4,72,4,0.11764705882352941,0.09523809523809523,0.5833333333333334,0.09523809523809523
6676616,2934,4,1,1,4,1,1.0,0.25,1.0,0.25
6685220,5018,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
6756179,1469,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
6757380,7600,14,2,2,14,2,1.0,0.14285714285714285,1.0,0.14285714285714285
6860327,642,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
6933214,6027,2,1,1,2,1,1.0,0.5,1.0,0.5
6954255,6683,2,1,1,2,1,1.0,0.5,1.0,0.5
6959327,7644,1,6,1,6,1,0.16666666666666666,1.0,0.16666666666666666,1.0
6977485,8245,4,1,1,4,1,1.0,0.25,1.0,0.25
7002424,1379,2,1,1,2,1,1.0,0.5,1.0,0.5
7093232,5135,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
7108582,3532,1,1,1,1,1,1.0,1.0,1.0,1.0
7115357,2934,4,1,1,4,1,1.0,0.25,1.0,0.25
7215417,7056,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
7229183,2882,16,1,1,16,1,1.0,0.0625,1.0,0.0625
7286817,6485,8,2,2,8,2,1.0,0.25,1.0,0.25
88915,4627,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
113063,450,2,3,1,4,1,0.3333333333333333,0.5,0.5,0.5
125063,1379,2,1,1,2,1,1.0,0.5,1.0,0.5
156029,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
171737,7148,2,1,1,2,1,1.0,0.5,1.0,0.5
235619,4356,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
302883,6371,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
367106,6135,3,5,1,7,1,0.2,0.3333333333333333,0.42857142857142855,0.3333333333333333
377321,7221,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
436889,6485,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
509905,8181,14,13,1,26,1,0.07692307692307693,0.07142857142857142,0.5384615384615384,0.07142857142857142
521590,1037,1,1,1,1,1,1.0,1.0,1.0,1.0
543945,4627,2,1,1,2,1,1.0,0.5,1.0,0.5
