User_id,Merchant_id,User_merchant_buy_total,User_merchant_received,User_merchant_buy_use_coupon,User_merchant_any,User_merchant_buy_common,User_merchant_coupon_transfer_rate,User_merchant_coupon_buy_rate,User_merchant_coupon_rate,User_merchant_coupon_common_rate
2601598,5341,3,3,3,3,3,1.0,1.0,1.0,1.0
2629435,7910,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
2665191,2558,2,1,1,2,1,1.0,0.5,1.0,0.5
2702586,2099,2,1,1,2,1,1.0,0.5,1.0,0.5
2773611,7483,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
2789586,3283,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
2877967,760,2,1,1,2,1,1.0,0.5,1.0,0.5
2990990,2934,2,1,1,2,1,1.0,0.5,1.0,0.5
3034674,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
3147588,3284,2,1,1,2,1,1.0,0.5,1.0,0.5
3201413,3532,4,1,1,4,1,1.0,0.25,1.0,0.25
3259515,6485,5,2,2,5,2,1.0,0.4,1.0,0.4
3280062,8181,1,4,1,4,1,0.25,1.0,0.25,1.0
3303431,5341,4,1,1,4,1,1.0,0.25,1.0,0.25
3380698,1945,12,2,1,13,1,0.5,0.08333333333333333,0.9230769230769231,0.08333333333333333
3508647,7600,7,2,2,7,2,1.0,0.2857142857142857,1.0,0.2857142857142857
3619746,1379,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3633333,1132,1,1,1,1,1,1.0,1.0,1.0,1.0
3695920,3283,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
3738961,5341,1,2,1,2,1,0.5,1.0,0.5,1.0
3750296,6885,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3815357,8181,3,3,1,5,1,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333
3858038,611,4,2,2,4,2,1.0,0.5,1.0,0.5
4158285,1941,4,1,1,4,1,1.0,0.25,1.0,0.25
4190641,450,1,1,1,1,1,1.0,1.0,1.0,1.0
4197522,797,6,2,1,7,1,0.5,0.16666666666666666,0.8571428571428571,0.16666666666666666
4243948,6485,5,1,1,5,1,1.0,0.2,1.0,0.2
4261016,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
4279387,3630,2,1,1,2,1,1.0,0.5,1.0,0.5
4285352,2099,2,1,1,2,1,1.0,0.5,1.0,0.5
4328828,2934,1,1,1,1,1,1.0,1.0,1.0,1.0
4328917,2667,5,2,2,5,2,1.0,0.4,1.0,0.4
4394302,5591,2,1,1,2,1,1.0,0.5,1.0,0.5
4408820,8037,9,2,2,9,2,1.0,0.2222222222222222,1.0,0.2222222222222222
4434471,1379,5,1,1,5,1,1.0,0.2,1.0,0.2
4499722,5341,2,5,2,5,2,0.4,1.0,0.4,1.0
4567097,7724,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
4629238,7903,8,4,3,9,3,0.75,0.375,0.8888888888888888,0.375
4638589,6475,1,2,1,2,1,0.5,1.0,0.5,1.0
4688154,1469,4,1,1,4,1,1.0,0.25,1.0,0.25
4719937,5341,4,2,1,5,1,0.5,0.25,0.8,0.25
4720645,1379,2,2,2,2,2,1.0,1.0,1.0,1.0
4805379,611,4,1,1,4,1,1.0,0.25,1.0,0.25
4873173,7113,1,1,1,1,1,1.0,1.0,1.0,1.0
4973833,6799,4,1,1,4,1,1.0,0.25,1.0,0.25
5255678,1532,1,1,1,1,1,1.0,1.0,1.0,1.0
5255729,5341,12,2,2,12,2,1.0,0.16666666666666666,1.0,0.16666666666666666
5265407,209,2,6,2,6,2,0.3333333333333333,1.0,0.3333333333333333,1.0
5296829,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
5303578,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
5393375,6485,1,1,1,1,1,1.0,1.0,1.0,1.0
5395952,5591,11,1,1,11,1,1.0,0.09090909090909091,1.0,0.09090909090909091
5488969,7799,1,1,1,1,1,1.0,1.0,1.0,1.0
5507271,984,3,3,2,4,2,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666
5568087,611,2,2,2,2,2,1.0,1.0,1.0,1.0
5604132,7600,12,1,1,12,1,1.0,0.08333333333333333,1.0,0.08333333333333333
5617018,2610,2,1,1,2,1,1.0,0.5,1.0,0.5
5644051,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
5671774,7422,1,2,1,2,1,0.5,1.0,0.5,1.0
5709154,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
5751061,1945,4,2,2,4,2,1.0,0.5,1.0,0.5
5754707,5256,15,12,10,17,10,0.8333333333333334,0.6666666666666666,0.8823529411764706,0.6666666666666666
5875285,2247,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
6050507,6885,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
6051722,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
6110820,760,1,1,1,1,1,1.0,1.0,1.0,1.0
6141516,4833,1,1,1,1,1,1.0,1.0,1.0,1.0
6165096,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
6165527,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
6225094,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
6325147,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
6354435,3293,16,7,6,17,6,0.8571428571428571,0.375,0.9411764705882353,0.375
6385538,4142,1,1,1,1,1,1.0,1.0,1.0,1.0
6415388,4536,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
6483876,7422,2,1,1,2,1,1.0,0.5,1.0,0.5
6548535,7646,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
6548649,1469,1,1,1,1,1,1.0,1.0,1.0,1.0
6721195,5341,2,3,1,4,1,0.3333333333333333,0.5,0.5,0.5
6772554,382,2,2,2,2,2,1.0,1.0,1.0,1.0
6872475,5341,4,1,1,4,1,1.0,0.25,1.0,0.25
6873135,2592,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
6886932,1041,1,1,1,1,1,1.0,1.0,1.0,1.0
6908926,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
6913453,1839,2,1,1,2,1,1.0,0.5,1.0,0.5
7060850,5341,1,2,1,2,1,0.5,1.0,0.5,1.0
7095524,2099,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
7106945,2099,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
7141515,2934,2,2,2,2,2,1.0,1.0,1.0,1.0
7157270,3532,4,1,1,4,1,1.0,0.25,1.0,0.25
7159392,775,2,1,1,2,1,1.0,0.5,1.0,0.5
7194325,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
7199201,797,6,3,1,8,1,0.3333333333333333,0.16666666666666666,0.75,0.16666666666666666
7217940,5217,2,1,1,2,1,1.0,0.5,1.0,0.5
7281709,4906,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
14689,6375,2,1,1,2,1,1.0,0.5,1.0,0.5
55268,6000,1,1,1,1,1,1.0,1.0,1.0,1.0
116855,4720,2,1,1,2,1,1.0,0.5,1.0,0.5
164827,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
182193,2157,2,1,1,2,1,1.0,0.5,1.0,0.5
212662,2934,5,2,2,5,2,1.0,0.4,1.0,0.4
319279,582,1,2,1,2,1,0.5,1.0,0.5,1.0
367513,4083,1,2,1,2,1,0.5,1.0,0.5,1.0
375207,4356,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
409069,8181,6,6,2,10,2,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333
576686,4883,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
837807,4043,7,1,1,7,1,1.0,0.14285714285714285,1.0,0.14285714285714285
871572,7428,1,1,1,1,1,1.0,1.0,1.0,1.0
997802,6825,9,15,7,17,7,0.4666666666666667,0.7777777777777778,0.5294117647058824,0.7777777777777778
1033812,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
1074040,8077,17,1,1,17,1,1.0,0.058823529411764705,1.0,0.058823529411764705
1133688,6352,2,1,1,2,1,1.0,0.5,1.0,0.5
1144029,5341,1,1,1,1,1,1.0,1.0,1.0,1.0
1182728,2099,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
1185741,6638,2,1,1,2,1,1.0,0.5,1.0,0.5
1257008,5609,31,1,1,31,1,1.0,0.03225806451612903,1.0,0.03225806451612903
1356378,3284,10,2,2,10,2,1.0,0.2,1.0,0.2
1478112,7483,1,1,1,1,1,1.0,1.0,1.0,1.0
1596614,6362,1,2,1,2,1,0.5,1.0,0.5,1.0
1632011,7483,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
1647709,380,19,2,2,19,2,1.0,0.10526315789473684,1.0,0.10526315789473684
1744198,7011,4,2,1,5,1,0.5,0.25,0.8,0.25
1796148,207,6,3,2,7,2,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.3333333333333333
1973548,2786,2,1,1,2,1,1.0,0.5,1.0,0.5
2061153,7717,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
2186630,450,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
2232749,1569,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
2269193,2099,2,1,1,2,1,1.0,0.5,1.0,0.5
2321723,2934,7,2,2,7,2,1.0,0.2857142857142857,1.0,0.2857142857142857
2356450,6485,8,2,2,8,2,1.0,0.25,1.0,0.25
2417485,6135,5,5,2,8,2,0.4,0.4,0.625,0.4
2444768,760,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
2497280,7974,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
2817458,6024,4,1,1,4,1,1.0,0.25,1.0,0.25
2818975,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
2825667,6352,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
2892715,6485,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
2917858,6885,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
2930581,4142,2,1,1,2,1,1.0,0.5,1.0,0.5
3021182,4030,5,3,1,7,1,0.3333333333333333,0.2,0.7142857142857143,0.2
3200701,4433,1,1,1,1,1,1.0,1.0,1.0,1.0
3211356,1941,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3211953,4242,1,1,1,1,1,1.0,1.0,1.0,1.0
3292847,3283,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
3398915,6485,21,2,2,21,2,1.0,0.09523809523809523,1.0,0.09523809523809523
3409094,2046,1,1,1,1,1,1.0,1.0,1.0,1.0
3416860,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
3519479,4142,2,1,1,2,1,1.0,0.5,1.0,0.5
3574390,5341,5,1,1,5,1,1.0,0.2,1.0,0.2
3657434,3381,2,1,1,2,1,1.0,0.5,1.0,0.5
3672653,760,8,2,2,8,2,1.0,0.25,1.0,0.25
3695587,2934,2,2,2,2,2,1.0,1.0,1.0,1.0
3789982,2934,4,1,1,4,1,1.0,0.25,1.0,0.25
3873315,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
3971646,6485,1,1,1,1,1,1.0,1.0,1.0,1.0
4077587,1433,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
4143303,3621,1,1,1,1,1,1.0,1.0,1.0,1.0
4177675,450,1,2,1,2,1,0.5,1.0,0.5,1.0
4178170,6135,12,12,12,12,12,1.0,1.0,1.0,1.0
4190148,7422,2,3,1,4,1,0.3333333333333333,0.5,0.5,0.5
4200733,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
4278572,6485,1,1,1,1,1,1.0,1.0,1.0,1.0
4297762,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
4301916,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
4325007,2146,1,1,1,1,1,1.0,1.0,1.0,1.0
4348594,6485,2,2,2,2,2,1.0,1.0,1.0,1.0
4406915,6485,4,2,2,4,2,1.0,0.5,1.0,0.5
4477088,6485,1,1,1,1,1,1.0,1.0,1.0,1.0
4497473,760,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4528858,2342,2,1,1,2,1,1.0,0.5,1.0,0.5
4581616,3939,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
4630855,4195,4,1,1,4,1,1.0,0.25,1.0,0.25
4643457,5341,3,3,3,3,3,1.0,1.0,1.0,1.0
4644801,3283,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4680758,823,4,2,2,4,2,1.0,0.5,1.0,0.5
4786223,1715,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4884598,6901,2,1,1,2,1,1.0,0.5,1.0,0.5
4925270,7958,5,11,5,11,5,0.45454545454545453,1.0,0.45454545454545453,1.0
4952646,2934,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
5008204,6683,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
5279696,6683,2,1,1,2,1,1.0,0.5,1.0,0.5
5280794,5773,21,15,11,25,11,0.7333333333333333,0.5238095238095238,0.84,0.5238095238095238
5360815,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
5579044,3284,2,1,1,2,1,1.0,0.5,1.0,0.5
5651156,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
5699541,4195,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
5838283,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
5840075,4515,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
5847530,6713,4,3,2,5,2,0.6666666666666666,0.5,0.8,0.5
5893439,5341,2,3,2,3,2,0.6666666666666666,1.0,0.6666666666666666,1.0
5900548,7483,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
6107666,5341,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
6203052,7974,1,1,1,1,1,1.0,1.0,1.0,1.0
6288849,5341,6,5,3,8,3,0.6,0.5,0.75,0.5
6446001,7555,1,2,1,2,1,0.5,1.0,0.5,1.0
6484559,6485,4,2,2,4,2,1.0,0.5,1.0,0.5
6488952,7555,2,1,1,2,1,1.0,0.5,1.0,0.5
6629072,5341,2,2,2,2,2,1.0,1.0,1.0,1.0
6662980,3847,27,20,2,45,2,0.1,0.07407407407407407,0.6,0.07407407407407407
6676616,2934,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
6685220,5018,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
6740700,5341,6,3,2,7,2,0.6666666666666666,0.3333333333333333,0.8571428571428571,0.3333333333333333
6839877,2099,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
6860327,642,4,2,2,4,2,1.0,0.5,1.0,0.5
7002424,1379,2,1,1,2,1,1.0,0.5,1.0,0.5
7034520,1520,3,4,3,4,3,0.75,1.0,0.75,1.0
7115357,2934,4,1,1,4,1,1.0,0.25,1.0,0.25
7286817,6485,9,2,2,9,2,1.0,0.2222222222222222,1.0,0.2222222222222222
7332720,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
68117,5341,1,1,1,1,1,1.0,1.0,1.0,1.0
113063,450,5,2,1,6,1,0.5,0.2,0.8333333333333334,0.2
235619,4356,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
330314,5341,1,1,1,1,1,1.0,1.0,1.0,1.0
367106,6135,4,5,1,8,1,0.2,0.25,0.5,0.25
444919,5341,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
509905,8181,10,7,1,16,1,0.14285714285714285,0.1,0.625,0.1
521590,1037,1,1,1,1,1,1.0,1.0,1.0,1.0
565657,4142,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
575980,4142,48,1,1,48,1,1.0,0.020833333333333332,1.0,0.020833333333333332
581767,1905,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
595089,5647,5,3,2,6,2,0.6666666666666666,0.4,0.8333333333333334,0.4
632332,6284,1,1,1,1,1,1.0,1.0,1.0,1.0
749096,7600,5,2,2,5,2,1.0,0.4,1.0,0.4
862443,6485,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
862655,6485,11,1,1,11,1,1.0,0.09090909090909091,1.0,0.09090909090909091
1004665,4529,1,1,1,1,1,1.0,1.0,1.0,1.0
1045566,328,3,3,1,5,1,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333
1087301,2099,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
1093013,2934,4,1,1,4,1,1.0,0.25,1.0,0.25
1242596,2454,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
1279411,5341,3,3,3,3,3,1.0,1.0,1.0,1.0
1282740,7790,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
1336423,4663,1,1,1,1,1,1.0,1.0,1.0,1.0
1358672,2099,5,2,2,5,2,1.0,0.4,1.0,0.4
1373163,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
1476957,760,1,1,1,1,1,1.0,1.0,1.0,1.0
1483602,2146,10,1,1,10,1,1.0,0.1,1.0,0.1
1505775,7903,5,1,1,5,1,1.0,0.2,1.0,0.2
1545901,6513,1,4,1,4,1,0.25,1.0,0.25,1.0
1622667,6485,4,2,2,4,2,1.0,0.5,1.0,0.5
1767065,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
1775307,8775,10,2,1,11,1,0.5,0.1,0.9090909090909091,0.1
1873138,6196,1,1,1,1,1,1.0,1.0,1.0,1.0
1892228,6024,1,2,1,2,1,0.5,1.0,0.5,1.0
1940692,2099,2,2,2,2,2,1.0,1.0,1.0,1.0
2045493,4356,1,1,1,1,1,1.0,1.0,1.0,1.0
2046806,2709,1,1,1,1,1,1.0,1.0,1.0,1.0
2119175,1379,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
2148971,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
2170158,2934,5,2,2,5,2,1.0,0.4,1.0,0.4
2195877,5341,2,2,2,2,2,1.0,1.0,1.0,1.0
2200158,2050,1,1,1,1,1,1.0,1.0,1.0,1.0
2302791,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
2321718,4142,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
2392153,2934,2,1,1,2,1,1.0,0.5,1.0,0.5
2475898,797,4,4,2,6,2,0.5,0.5,0.6666666666666666,0.5
2492298,2099,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
2503105,2934,5,1,1,5,1,1.0,0.2,1.0,0.2
2516502,1433,21,3,3,21,3,1.0,0.14285714285714285,1.0,0.14285714285714285
2565142,7555,1,1,1,1,1,1.0,1.0,1.0,1.0
2841536,286,1,1,1,1,1,1.0,1.0,1.0,1.0
2863768,6926,1,1,1,1,1,1.0,1.0,1.0,1.0
2864253,8181,2,1,1,2,1,1.0,0.5,1.0,0.5
3014295,8230,28,1,1,28,1,1.0,0.03571428571428571,1.0,0.03571428571428571
3052879,5586,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
3054121,3381,1,2,1,2,1,0.5,1.0,0.5,1.0
3067703,2436,9,2,2,9,2,1.0,0.2222222222222222,1.0,0.2222222222222222
3077295,209,6,6,2,10,2,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333
3092993,4965,2,1,1,2,1,1.0,0.5,1.0,0.5
3113329,3381,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3154798,6101,5,3,3,5,3,1.0,0.6,1.0,0.6
3225820,3710,4,2,1,5,1,0.5,0.25,0.8,0.25
3298471,6279,2,1,1,2,1,1.0,0.5,1.0,0.5
3305392,450,1,1,1,1,1,1.0,1.0,1.0,1.0
3343427,6645,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
3424896,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
3503189,2934,9,1,1,9,1,1.0,0.1111111111111111,1.0,0.1111111111111111
3531750,6683,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3683847,7910,8,2,2,8,2,1.0,0.25,1.0,0.25
3698644,2322,1,2,1,2,1,0.5,1.0,0.5,1.0
3728249,760,15,2,2,15,2,1.0,0.13333333333333333,1.0,0.13333333333333333
3737759,2934,1,1,1,1,1,1.0,1.0,1.0,1.0
3740277,3381,2,1,1,2,1,1.0,0.5,1.0,0.5
3765431,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
3827543,3381,2,1,1,2,1,1.0,0.5,1.0,0.5
3840996,822,2,1,1,2,1,1.0,0.5,1.0,0.5
3856051,3532,1,1,1,1,1,1.0,1.0,1.0,1.0
3927803,5341,1,2,1,2,1,0.5,1.0,0.5,1.0
3963502,5341,4,1,1,4,1,1.0,0.25,1.0,0.25
4034392,6089,2,4,2,4,2,0.5,1.0,0.5,1.0
4036848,4195,5,2,2,5,2,1.0,0.4,1.0,0.4
4095200,2934,10,1,1,10,1,1.0,0.1,1.0,0.1
4143282,547,1,1,1,1,1,1.0,1.0,1.0,1.0
4155882,2436,4,2,1,5,1,0.5,0.25,0.8,0.25
4252158,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4261669,8614,2,1,1,2,1,1.0,0.5,1.0,0.5
4330371,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
4344161,6485,5,2,2,5,2,1.0,0.4,1.0,0.4
4383521,892,18,5,2,21,2,0.4,0.1111111111111111,0.8571428571428571,0.1111111111111111
4445407,5341,5,2,1,6,1,0.5,0.2,0.8333333333333334,0.2
4477531,3655,1,1,1,1,1,1.0,1.0,1.0,1.0
4518328,1169,1,1,1,1,1,1.0,1.0,1.0,1.0
4582799,2934,1,1,1,1,1,1.0,1.0,1.0,1.0
4593561,6825,2,4,1,5,1,0.25,0.5,0.4,0.5
4659233,7243,1,2,1,2,1,0.5,1.0,0.5,1.0
4662710,4043,4,3,1,6,1,0.3333333333333333,0.25,0.6666666666666666,0.25
4701551,2970,1,1,1,1,1,1.0,1.0,1.0,1.0
4708660,5036,18,1,1,18,1,1.0,0.05555555555555555,1.0,0.05555555555555555
4767058,3621,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4851368,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
4943875,7910,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
5119543,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
5170263,760,9,1,1,9,1,1.0,0.1111111111111111,1.0,0.1111111111111111
5233809,2970,12,1,1,12,1,1.0,0.08333333333333333,1.0,0.08333333333333333
5389327,5341,3,3,3,3,3,1.0,1.0,1.0,1.0
5441388,5341,1,1,1,1,1,1.0,1.0,1.0,1.0
5460184,450,8,3,1,10,1,0.3333333333333333,0.125,0.8,0.125
5481348,7884,1,2,1,2,1,0.5,1.0,0.5,1.0
5569238,797,1,1,1,1,1,1.0,1.0,1.0,1.0
5616320,5341,3,5,3,5,3,0.6,1.0,0.6,1.0
5639123,7555,2,1,1,2,1,1.0,0.5,1.0,0.5
5672673,5341,2,4,2,4,2,0.5,1.0,0.5,1.0
5734112,5341,8,3,1,10,1,0.3333333333333333,0.125,0.8,0.125
5744405,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
5789026,8390,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
5866287,7910,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
5878389,6615,14,4,4,14,4,1.0,0.2857142857142857,1.0,0.2857142857142857
5965951,58,1,1,1,1,1,1.0,1.0,1.0,1.0
6122977,4142,2,1,1,2,1,1.0,0.5,1.0,0.5
6255537,7884,8,7,1,14,1,0.14285714285714285,0.125,0.5714285714285714,0.125
6341242,1169,1,1,1,1,1,1.0,1.0,1.0,1.0
