User_id,Merchant_id,User_merchant_buy_total,User_merchant_received,User_merchant_buy_use_coupon,User_merchant_any,User_merchant_buy_common,User_merchant_coupon_transfer_rate,User_merchant_coupon_buy_rate,User_merchant_coupon_rate,User_merchant_coupon_common_rate
4567097,7724,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
4582888,6885,4,3,2,5,2,0.6666666666666666,0.5,0.8,0.5
4629238,7903,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
4687682,7269,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
4688154,1469,4,1,1,4,1,1.0,0.25,1.0,0.25
4719937,5341,3,4,1,6,1,0.25,0.3333333333333333,0.5,0.3333333333333333
4720645,1379,2,2,2,2,2,1.0,1.0,1.0,1.0
4805379,611,4,1,1,4,1,1.0,0.25,1.0,0.25
4973833,6799,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
5255729,5341,14,2,2,14,2,1.0,0.14285714285714285,1.0,0.14285714285714285
5265407,209,2,6,2,6,2,0.3333333333333333,1.0,0.3333333333333333,1.0
5296829,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
5303578,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
5393375,6485,1,1,1,1,1,1.0,1.0,1.0,1.0
5395952,5591,11,1,1,11,1,1.0,0.09090909090909091,1.0,0.09090909090909091
5456802,3381,1,5,1,5,1,0.2,1.0,0.2,1.0
5465851,7974,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
5568087,611,2,2,2,2,2,1.0,1.0,1.0,1.0
5604132,7600,15,1,1,15,1,1.0,0.06666666666666667,1.0,0.06666666666666667
5617018,2610,2,1,1,2,1,1.0,0.5,1.0,0.5
5644051,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
5709154,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
5751061,1945,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
5754707,5256,16,9,6,19,6,0.6666666666666666,0.375,0.8421052631578947,0.375
5822102,1169,8,1,1,8,1,1.0,0.125,1.0,0.125
6050507,6885,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
6051722,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
6110820,760,1,1,1,1,1,1.0,1.0,1.0,1.0
6114513,7555,1,2,1,2,1,0.5,1.0,0.5,1.0
6141516,4833,1,1,1,1,1,1.0,1.0,1.0,1.0
6165096,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
6165527,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
6225094,3381,1,2,1,2,1,0.5,1.0,0.5,1.0
6325147,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
6354435,3293,19,7,6,20,6,0.8571428571428571,0.3157894736842105,0.95,0.3157894736842105
6385538,4142,2,1,1,2,1,1.0,0.5,1.0,0.5
6415388,4536,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
6483876,7422,2,1,1,2,1,1.0,0.5,1.0,0.5
6534816,450,1,1,1,1,1,1.0,1.0,1.0,1.0
6548649,1469,1,1,1,1,1,1.0,1.0,1.0,1.0
6645179,760,1,1,1,1,1,1.0,1.0,1.0,1.0
6721195,5341,2,5,1,6,1,0.2,0.5,0.3333333333333333,0.5
6772554,382,2,2,2,2,2,1.0,1.0,1.0,1.0
6872475,5341,5,2,1,6,1,0.5,0.2,0.8333333333333334,0.2
6873135,2592,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
6886932,1041,1,1,1,1,1,1.0,1.0,1.0,1.0
6908926,3381,2,2,2,2,2,1.0,1.0,1.0,1.0
6913453,1839,2,1,1,2,1,1.0,0.5,1.0,0.5
6939664,1041,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
7060850,5341,1,2,1,2,1,0.5,1.0,0.5,1.0
7095524,2099,6,3,3,6,3,1.0,0.5,1.0,0.5
7101678,1569,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
7106945,2099,8,1,1,8,1,1.0,0.125,1.0,0.125
7141515,2934,2,2,2,2,2,1.0,1.0,1.0,1.0
7157270,3532,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
7194325,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
7281709,4906,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
7354598,2099,1,2,1,2,1,0.5,1.0,0.5,1.0
113581,1520,1,1,1,1,1,1.0,1.0,1.0,1.0
116855,4720,2,1,1,2,1,1.0,0.5,1.0,0.5
164827,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
182193,2157,2,1,1,2,1,1.0,0.5,1.0,0.5
212662,2934,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
375207,4356,2,1,1,2,1,1.0,0.5,1.0,0.5
409069,8181,5,3,2,6,2,0.6666666666666666,0.4,0.8333333333333334,0.4
465289,1520,1,2,1,2,1,0.5,1.0,0.5,1.0
633974,6885,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
771254,7974,1,4,1,4,1,0.25,1.0,0.25,1.0
837807,4043,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
871572,7428,1,1,1,1,1,1.0,1.0,1.0,1.0
997802,6825,7,11,5,13,5,0.45454545454545453,0.7142857142857143,0.5384615384615384,0.7142857142857143
1033812,6485,4,2,2,4,2,1.0,0.5,1.0,0.5
1074040,8077,15,1,1,15,1,1.0,0.06666666666666667,1.0,0.06666666666666667
1133688,6352,2,1,1,2,1,1.0,0.5,1.0,0.5
1144029,5341,1,1,1,1,1,1.0,1.0,1.0,1.0
1182728,2099,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
1257008,5609,20,1,1,20,1,1.0,0.05,1.0,0.05
1328723,7555,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
1356378,3284,5,2,2,5,2,1.0,0.4,1.0,0.4
1449268,8773,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
1478112,7483,1,1,1,1,1,1.0,1.0,1.0,1.0
1596614,6362,1,2,1,2,1,0.5,1.0,0.5,1.0
1632011,7483,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
1647709,380,15,2,2,15,2,1.0,0.13333333333333333,1.0,0.13333333333333333
1820125,1041,4,2,1,5,1,0.5,0.25,0.8,0.25
1868847,7555,1,1,1,1,1,1.0,1.0,1.0,1.0
1973548,2786,4,1,1,4,1,1.0,0.25,1.0,0.25
2186630,450,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
2232749,1569,4,3,2,5,2,0.6666666666666666,0.5,0.8,0.5
2269193,2099,2,1,1,2,1,1.0,0.5,1.0,0.5
2309150,1169,2,2,2,2,2,1.0,1.0,1.0,1.0
2321723,2934,4,2,2,4,2,1.0,0.5,1.0,0.5
2356450,6485,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
2417485,6135,5,5,2,8,2,0.4,0.4,0.625,0.4
2444768,760,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
2497280,7974,5,2,2,5,2,1.0,0.4,1.0,0.4
2818975,3381,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
2825667,6352,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
2892715,6485,7,1,1,7,1,1.0,0.14285714285714285,1.0,0.14285714285714285
2917858,6885,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
2930581,4142,1,1,1,1,1,1.0,1.0,1.0,1.0
3200701,4433,1,1,1,1,1,1.0,1.0,1.0,1.0
3211356,1941,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3211953,4242,1,1,1,1,1,1.0,1.0,1.0,1.0
3285547,7555,2,1,1,2,1,1.0,0.5,1.0,0.5
3291263,3532,12,4,2,14,2,0.5,0.16666666666666666,0.8571428571428571,0.16666666666666666
3292847,3283,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
3398915,6485,13,2,2,13,2,1.0,0.15384615384615385,1.0,0.15384615384615385
3409094,2046,1,1,1,1,1,1.0,1.0,1.0,1.0
3414548,4833,1,1,1,1,1,1.0,1.0,1.0,1.0
3519479,4142,1,1,1,1,1,1.0,1.0,1.0,1.0
3569992,3381,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
3574390,5341,5,1,1,5,1,1.0,0.2,1.0,0.2
3657434,3381,2,1,1,2,1,1.0,0.5,1.0,0.5
3672653,760,7,2,2,7,2,1.0,0.2857142857142857,1.0,0.2857142857142857
3695587,2934,2,2,2,2,2,1.0,1.0,1.0,1.0
3789982,2934,4,1,1,4,1,1.0,0.25,1.0,0.25
3873315,3381,2,1,1,2,1,1.0,0.5,1.0,0.5
3921700,760,1,1,1,1,1,1.0,1.0,1.0,1.0
3924964,7838,2,1,1,2,1,1.0,0.5,1.0,0.5
3971646,6485,1,1,1,1,1,1.0,1.0,1.0,1.0
4000975,1041,17,8,4,21,4,0.5,0.23529411764705882,0.8095238095238095,0.23529411764705882
4077587,1433,2,1,1,2,1,1.0,0.5,1.0,0.5
4087063,7555,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
4143303,3621,1,1,1,1,1,1.0,1.0,1.0,1.0
4200733,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
4232581,1169,2,1,1,2,1,1.0,0.5,1.0,0.5
4278572,6485,1,1,1,1,1,1.0,1.0,1.0,1.0
4297762,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
4301916,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
4325007,2146,1,1,1,1,1,1.0,1.0,1.0,1.0
4348594,6485,2,2,2,2,2,1.0,1.0,1.0,1.0
4406915,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4477088,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
4495217,5777,1,1,1,1,1,1.0,1.0,1.0,1.0
4497473,760,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4528858,2342,2,1,1,2,1,1.0,0.5,1.0,0.5
4630855,4195,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
4643457,5341,3,3,3,3,3,1.0,1.0,1.0,1.0
4644801,3283,5,2,2,5,2,1.0,0.4,1.0,0.4
4660953,1520,1,1,1,1,1,1.0,1.0,1.0,1.0
4786223,1715,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4884598,6901,1,1,1,1,1,1.0,1.0,1.0,1.0
4925270,7958,1,2,1,2,1,0.5,1.0,0.5,1.0
4952646,2934,2,1,1,2,1,1.0,0.5,1.0,0.5
5008204,6683,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
5279696,6683,2,1,1,2,1,1.0,0.5,1.0,0.5
5280794,5773,14,9,6,17,6,0.6666666666666666,0.42857142857142855,0.8235294117647058,0.42857142857142855
5360815,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
5579044,3284,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
5651156,2099,5,1,1,5,1,1.0,0.2,1.0,0.2
5699541,4195,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
5834689,450,1,2,1,2,1,0.5,1.0,0.5,1.0
5847530,6713,3,3,2,4,2,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666
5893439,5341,2,3,2,3,2,0.6666666666666666,1.0,0.6666666666666666,1.0
5900548,7483,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
6107666,5341,4,1,1,4,1,1.0,0.25,1.0,0.25
6203052,7974,1,1,1,1,1,1.0,1.0,1.0,1.0
6288849,5341,8,6,4,10,4,0.6666666666666666,0.5,0.8,0.5
6393966,2099,2,1,1,2,1,1.0,0.5,1.0,0.5
6446001,7555,1,2,1,2,1,0.5,1.0,0.5,1.0
6484559,6485,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
6585906,1520,1,1,1,1,1,1.0,1.0,1.0,1.0
6629072,5341,2,3,2,3,2,0.6666666666666666,1.0,0.6666666666666666,1.0
6676616,2934,5,1,1,5,1,1.0,0.2,1.0,0.2
6740700,5341,6,7,2,11,2,0.2857142857142857,0.3333333333333333,0.5454545454545454,0.3333333333333333
6839877,2099,3,3,2,4,2,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666
6860327,642,2,2,2,2,2,1.0,1.0,1.0,1.0
7002424,1379,2,1,1,2,1,1.0,0.5,1.0,0.5
7034520,1520,3,5,3,5,3,0.6,1.0,0.6,1.0
7115357,2934,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
7150438,1520,1,1,1,1,1,1.0,1.0,1.0,1.0
7261107,398,2,1,1,2,1,1.0,0.5,1.0,0.5
7286817,6485,8,2,2,8,2,1.0,0.25,1.0,0.25
7332720,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
68117,5341,1,1,1,1,1,1.0,1.0,1.0,1.0
88189,760,2,1,1,2,1,1.0,0.5,1.0,0.5
235619,4356,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
330314,5341,2,1,1,2,1,1.0,0.5,1.0,0.5
360678,1169,1,1,1,1,1,1.0,1.0,1.0,1.0
367106,6135,3,4,1,6,1,0.25,0.3333333333333333,0.5,0.3333333333333333
444919,5341,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
509905,8181,9,5,1,13,1,0.2,0.1111111111111111,0.6923076923076923,0.1111111111111111
521590,1037,1,1,1,1,1,1.0,1.0,1.0,1.0
565657,4142,7,1,1,7,1,1.0,0.14285714285714285,1.0,0.14285714285714285
575980,4142,36,1,1,36,1,1.0,0.027777777777777776,1.0,0.027777777777777776
632332,6284,1,1,1,1,1,1.0,1.0,1.0,1.0
692219,4142,1,1,1,1,1,1.0,1.0,1.0,1.0
749096,7600,5,2,2,5,2,1.0,0.4,1.0,0.4
862443,6485,4,1,1,4,1,1.0,0.25,1.0,0.25
862655,6485,10,1,1,10,1,1.0,0.1,1.0,0.1
1004665,4529,1,1,1,1,1,1.0,1.0,1.0,1.0
1087301,2099,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
1093013,2934,4,1,1,4,1,1.0,0.25,1.0,0.25
1189115,8614,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
1242596,2454,2,1,1,2,1,1.0,0.5,1.0,0.5
1279411,5341,4,4,3,5,3,0.75,0.75,0.8,0.75
1336423,4663,1,1,1,1,1,1.0,1.0,1.0,1.0
1358672,2099,4,2,2,4,2,1.0,0.5,1.0,0.5
1373163,3381,1,2,1,2,1,0.5,1.0,0.5,1.0
1476957,760,1,1,1,1,1,1.0,1.0,1.0,1.0
1483602,2146,13,1,1,13,1,1.0,0.07692307692307693,1.0,0.07692307692307693
1505775,7903,2,1,1,2,1,1.0,0.5,1.0,0.5
1591606,5341,2,3,1,4,1,0.3333333333333333,0.5,0.5,0.5
1622667,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
1767065,6485,2,1,1,2,1,1.0,0.5,1.0,0.5
1775307,8775,14,2,1,15,1,0.5,0.07142857142857142,0.9333333333333333,0.07142857142857142
1789243,7555,1,1,1,1,1,1.0,1.0,1.0,1.0
1873138,6196,1,1,1,1,1,1.0,1.0,1.0,1.0
1940692,2099,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
2045493,4356,1,1,1,1,1,1.0,1.0,1.0,1.0
2046806,2709,1,1,1,1,1,1.0,1.0,1.0,1.0
2119175,1379,2,1,1,2,1,1.0,0.5,1.0,0.5
2148971,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
2170158,2934,5,2,2,5,2,1.0,0.4,1.0,0.4
2195877,5341,2,2,2,2,2,1.0,1.0,1.0,1.0
2302791,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
2321718,4142,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
2392153,2934,2,1,1,2,1,1.0,0.5,1.0,0.5
2492298,2099,4,1,1,4,1,1.0,0.25,1.0,0.25
2503105,2934,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
2516502,1433,21,2,2,21,2,1.0,0.09523809523809523,1.0,0.09523809523809523
2565142,7555,3,2,1,4,1,0.5,0.3333333333333333,0.75,0.3333333333333333
2633724,7555,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
2863768,6926,1,1,1,1,1,1.0,1.0,1.0,1.0
3014295,8230,24,1,1,24,1,1.0,0.041666666666666664,1.0,0.041666666666666664
3054121,3381,1,4,1,4,1,0.25,1.0,0.25,1.0
3067703,2436,7,2,2,7,2,1.0,0.2857142857142857,1.0,0.2857142857142857
3077295,209,7,6,2,11,2,0.3333333333333333,0.2857142857142857,0.6363636363636364,0.2857142857142857
3112896,450,1,1,1,1,1,1.0,1.0,1.0,1.0
3113329,3381,4,2,1,5,1,0.5,0.25,0.8,0.25
3225820,3710,7,3,2,8,2,0.6666666666666666,0.2857142857142857,0.875,0.2857142857142857
3235922,3381,1,3,1,3,1,0.3333333333333333,1.0,0.3333333333333333,1.0
3424896,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
3503189,2934,7,1,1,7,1,1.0,0.14285714285714285,1.0,0.14285714285714285
3531750,6683,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
3683847,7910,8,2,2,8,2,1.0,0.25,1.0,0.25
3728249,760,12,2,2,12,2,1.0,0.16666666666666666,1.0,0.16666666666666666
3737759,2934,1,1,1,1,1,1.0,1.0,1.0,1.0
3740277,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
3765431,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
3827543,3381,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
3840996,822,1,1,1,1,1,1.0,1.0,1.0,1.0
3856051,3532,1,2,1,2,1,0.5,1.0,0.5,1.0
3927803,5341,1,2,1,2,1,0.5,1.0,0.5,1.0
3963502,5341,6,1,1,6,1,1.0,0.16666666666666666,1.0,0.16666666666666666
4036848,4195,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4095200,2934,14,1,1,14,1,1.0,0.07142857142857142,1.0,0.07142857142857142
4143282,547,1,1,1,1,1,1.0,1.0,1.0,1.0
4252158,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4261669,8614,2,1,1,2,1,1.0,0.5,1.0,0.5
4330371,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
4344161,6485,6,2,2,6,2,1.0,0.3333333333333333,1.0,0.3333333333333333
4429414,1520,1,1,1,1,1,1.0,1.0,1.0,1.0
4445407,5341,7,2,1,8,1,0.5,0.14285714285714285,0.875,0.14285714285714285
4499736,6409,2,4,1,5,1,0.25,0.5,0.4,0.5
4518328,1169,1,1,1,1,1,1.0,1.0,1.0,1.0
4582799,2934,1,1,1,1,1,1.0,1.0,1.0,1.0
4593561,6825,2,4,1,5,1,0.25,0.5,0.4,0.5
4634330,7838,1,1,1,1,1,1.0,1.0,1.0,1.0
4659233,7243,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
4662710,4043,4,3,1,6,1,0.3333333333333333,0.25,0.6666666666666666,0.25
4767058,3621,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
4851368,2099,1,1,1,1,1,1.0,1.0,1.0,1.0
4943875,7910,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
5119543,6485,3,2,2,3,2,1.0,0.6666666666666666,1.0,0.6666666666666666
5170263,760,9,1,1,9,1,1.0,0.1111111111111111,1.0,0.1111111111111111
5205750,5341,6,2,1,7,1,0.5,0.16666666666666666,0.8571428571428571,0.16666666666666666
5233809,2970,13,1,1,13,1,1.0,0.07692307692307693,1.0,0.07692307692307693
5389327,5341,3,3,3,3,3,1.0,1.0,1.0,1.0
5441388,5341,2,1,1,2,1,1.0,0.5,1.0,0.5
5525831,450,2,2,1,3,1,0.5,0.5,0.6666666666666666,0.5
5569238,797,1,1,1,1,1,1.0,1.0,1.0,1.0
5616320,5341,3,5,3,5,3,0.6,1.0,0.6,1.0
5639123,7555,2,1,1,2,1,1.0,0.5,1.0,0.5
5672673,5341,2,4,2,4,2,0.5,1.0,0.5,1.0
5734112,5341,5,3,1,7,1,0.3333333333333333,0.2,0.7142857142857143,0.2
5744405,2099,2,2,2,2,2,1.0,1.0,1.0,1.0
5789026,8390,3,1,1,3,1,1.0,0.3333333333333333,1.0,0.3333333333333333
5866287,7910,7,1,1,7,1,1.0,0.14285714285714285,1.0,0.14285714285714285
5878389,6615,10,4,4,10,4,1.0,0.4,1.0,0.4
5965951,58,1,1,1,1,1,1.0,1.0,1.0,1.0
6122977,4142,1,1,1,1,1,1.0,1.0,1.0,1.0
6131310,2146,7,1,1,7,1,1.0,0.14285714285714285,1.0,0.14285714285714285
6340888,1041,1,2,1,2,1,0.5,1.0,0.5,1.0
6341242,1169,2,1,1,2,1,1.0,0.5,1.0,0.5
6434824,6485,1,1,1,1,1,1.0,1.0,1.0,1.0
6621544,6434,1,1,1,1,1,1.0,1.0,1.0,1.0
6675146,2709,1,1,1,1,1,1.0,1.0,1.0,1.0
6733636,1433,4,1,1,4,1,1.0,0.25,1.0,0.25
6766249,6485,1,1,1,1,1,1.0,1.0,1.0,1.0
6791057,1169,11,1,1,11,1,1.0,0.09090909090909091,1.0,0.09090909090909091
6792100,5341,2,2,2,2,2,1.0,1.0,1.0,1.0
6799134,3381,1,1,1,1,1,1.0,1.0,1.0,1.0
6810462,5341,10,4,4,10,4,1.0,0.4,1.0,0.4
