Merchant_id,Total_sales,Sales_use_coupon,Total_coupon,Merchant_min_distance,Merchant_max_distance,Merchant_mean_distance,Merchant_median_distance,Merchant_coupon_transfer_rate,Coupon_rate
7092,3,1,2,8,8,8.0,8,0.5,0.3333333333333333
5916,5,1,3,0,0,0.0,0,0.3333333333333333,0.2
375,34,15,19,1,8,3.066666666666667,2,0.7894736842105263,0.4411764705882353
3441,10,4,8,0,0,0.0,0,0.5,0.4
744,158,3,100,0,0,0.0,0,0.03,0.0189873417721519
7571,8,1,8,10,10,10.0,10,0.125,0.125
8423,4,2,3,0,0,0.0,0,0.6666666666666666,0.5
3235,15,1,13,2,2,2.0,2,0.07692307692307693,0.06666666666666667
211,30,3,37,0,0,0.0,0,0.08108108108108109,0.1
642,286,88,118,0,2,0.06818181818181818,0,0.7457627118644068,0.3076923076923077
1675,15,2,7,0,0,0.0,0,0.2857142857142857,0.13333333333333333
5038,17,1,7,0,0,0.0,0,0.14285714285714285,0.058823529411764705
796,61,4,20,-1,-1,-1.0,-1,0.2,0.06557377049180328
8396,26,3,35,0,0,0.0,0,0.08571428571428572,0.11538461538461539
8011,57,2,16,0,0,0.0,0,0.125,0.03508771929824561
6639,10,1,1,4,4,4.0,4,1.0,0.1
8536,75,7,26,-1,1,0.0,0,0.2692307692307692,0.09333333333333334
2342,362,64,242,0,4,0.765625,0,0.2644628099173554,0.17679558011049723
6056,14,2,4,-1,-1,-1.0,-1,0.5,0.14285714285714285
772,294,16,159,-1,0,-0.75,-1,0.10062893081761007,0.05442176870748299
7602,13,3,8,0,0,0.0,0,0.375,0.23076923076923078
3198,3,1,5,3,3,3.0,3,0.2,0.3333333333333333
7173,5,1,1,-1,-1,-1.0,-1,1.0,0.2
6933,20,1,4,0,0,0.0,0,0.25,0.05
939,108,4,11,-1,10,2.0,-1,0.36363636363636365,0.037037037037037035
874,58,3,5,0,1,0.3333333333333333,0,0.6,0.05172413793103448
3611,54,6,60,-1,5,2.1666666666666665,1,0.1,0.1111111111111111
2662,20,4,12,0,0,0.0,0,0.3333333333333333,0.2
385,14,1,10,0,0,0.0,0,0.1,0.07142857142857142
2007,24,3,7,0,0,0.0,0,0.42857142857142855,0.125
7604,21,2,5,0,3,1.5,0,0.4,0.09523809523809523
1226,8,1,4,-1,-1,-1.0,-1,0.25,0.125
5152,379,16,321,-1,10,1.6875,0,0.04984423676012461,0.04221635883905013
7613,167,3,24,0,0,0.0,0,0.125,0.017964071856287425
2463,42,8,15,0,1,0.375,0,0.5333333333333333,0.19047619047619047
1892,95,14,72,0,10,0.7857142857142857,0,0.19444444444444445,0.14736842105263157
28,7,1,4,0,0,0.0,0,0.25,0.14285714285714285
7935,4,4,5,-1,10,7.25,10,0.8,1.0
183,25,2,2,0,0,0.0,0,1.0,0.08
1243,32,2,41,0,0,0.0,0,0.04878048780487805,0.0625
4083,332,21,172,-1,9,0.38095238095238093,0,0.12209302325581395,0.06325301204819277
4155,32,4,26,0,10,4.25,0,0.15384615384615385,0.125
497,17,2,2,0,0,0.0,0,1.0,0.11764705882352941
2842,6,1,8,0,0,0.0,0,0.125,0.16666666666666666
7147,22,1,14,0,0,0.0,0,0.07142857142857142,0.045454545454545456
1274,10,1,5,0,0,0.0,0,0.2,0.1
7539,22,1,12,4,4,4.0,4,0.08333333333333333,0.045454545454545456
3706,95,8,40,-1,1,-0.125,0,0.2,0.08421052631578947
1772,71,4,38,0,2,1.0,0,0.10526315789473684,0.056338028169014086
6152,20,2,7,0,10,5.0,0,0.2857142857142857,0.1
8126,14,2,2,-1,-1,-1.0,-1,1.0,0.14285714285714285
4848,7,1,4,7,7,7.0,7,0.25,0.14285714285714285
787,3,1,1,3,3,3.0,3,1.0,0.3333333333333333
8809,5,2,5,1,10,5.5,1,0.4,0.4
5337,55,1,1,0,0,0.0,0,1.0,0.01818181818181818
1752,2,1,1,-1,-1,-1.0,-1,1.0,0.5
3403,244,47,112,-1,10,0.8085106382978723,0,0.41964285714285715,0.19262295081967212
7838,118,37,590,-1,10,1.3243243243243243,0,0.06271186440677966,0.3135593220338983
7237,41,3,32,-1,3,0.3333333333333333,-1,0.09375,0.07317073170731707
6288,69,12,130,-1,10,1.75,1,0.09230769230769231,0.17391304347826086
731,14,1,8,1,1,1.0,1,0.125,0.07142857142857142
5691,16,2,13,0,0,0.0,0,0.15384615384615385,0.125
1708,18,3,7,-1,-1,-1.0,-1,0.42857142857142855,0.16666666666666666
2240,38,3,6,-1,1,0.0,0,0.5,0.07894736842105263
5006,219,18,154,-1,10,1.1666666666666667,0,0.11688311688311688,0.0821917808219178
6863,28,2,41,0,5,2.5,0,0.04878048780487805,0.07142857142857142
3346,9,1,11,5,5,5.0,5,0.09090909090909091,0.1111111111111111
4700,18,2,18,-1,0,-0.5,-1,0.1111111111111111,0.1111111111111111
2678,16,3,13,0,0,0.0,0,0.23076923076923078,0.1875
3127,1,1,3,1,1,1.0,1,0.3333333333333333,1.0
8130,6,1,3,0,0,0.0,0,0.3333333333333333,0.16666666666666666
7242,7,3,4,0,0,0.0,0,0.75,0.42857142857142855
8608,2,2,8,10,10,10.0,10,0.25,1.0
2610,380,49,182,-1,4,0.24489795918367346,0,0.2692307692307692,0.12894736842105264
8643,6,1,9,0,0,0.0,0,0.1111111111111111,0.16666666666666666
5396,11,2,13,-1,2,0.5,-1,0.15384615384615385,0.18181818181818182
5212,31,1,2,10,10,10.0,10,0.5,0.03225806451612903
5875,18,4,6,2,10,8.0,10,0.6666666666666666,0.2222222222222222
8656,30,9,48,0,0,0.0,0,0.1875,0.3
3811,29,4,20,0,0,0.0,0,0.2,0.13793103448275862
7489,16,1,8,2,2,2.0,2,0.125,0.0625
3211,12,1,6,-1,-1,-1.0,-1,0.16666666666666666,0.08333333333333333
2857,12,3,27,0,0,0.0,0,0.1111111111111111,0.25
5586,16,2,8,0,0,0.0,0,0.25,0.125
2754,37,1,4,0,0,0.0,0,0.25,0.02702702702702703
626,13,1,3,0,0,0.0,0,0.3333333333333333,0.07692307692307693
3743,5,1,9,3,3,3.0,3,0.1111111111111111,0.2
3411,2,1,2,0,0,0.0,0,0.5,0.5
3072,100,1,67,-1,-1,-1.0,-1,0.014925373134328358,0.01
384,14,4,9,0,0,0.0,0,0.4444444444444444,0.2857142857142857
8438,66,1,108,0,0,0.0,0,0.009259259259259259,0.015151515151515152
5123,19,4,13,-1,5,1.0,0,0.3076923076923077,0.21052631578947367
7895,1,1,3,-1,-1,-1.0,-1,0.3333333333333333,1.0
1927,10,1,6,0,0,0.0,0,0.16666666666666666,0.1
5647,6,2,8,0,0,0.0,0,0.25,0.3333333333333333
2331,7,1,3,1,1,1.0,1,0.3333333333333333,0.14285714285714285
2322,16,3,35,3,9,5.0,3,0.08571428571428572,0.1875
159,9,1,8,0,0,0.0,0,0.125,0.1111111111111111
2738,58,5,47,0,10,4.8,7,0.10638297872340426,0.08620689655172414
7250,12,2,10,1,1,1.0,1,0.2,0.16666666666666666
1418,39,3,47,0,0,0.0,0,0.06382978723404255,0.07692307692307693
3123,39,2,4,1,1,1.0,1,0.5,0.05128205128205128
6988,10,4,11,0,0,0.0,0,0.36363636363636365,0.4
7662,4,1,2,-1,-1,-1.0,-1,0.5,0.25
3370,8,2,8,10,10,10.0,10,0.25,0.25
743,7,1,6,0,0,0.0,0,0.16666666666666666,0.14285714285714285
2804,93,3,50,0,6,2.0,0,0.06,0.03225806451612903
1210,3,1,2,0,0,0.0,0,0.5,0.3333333333333333
5892,34,5,17,0,0,0.0,0,0.29411764705882354,0.14705882352941177
1148,53,1,19,1,1,1.0,1,0.05263157894736842,0.018867924528301886
6528,23,4,21,0,1,0.5,0,0.19047619047619047,0.17391304347826086
806,67,6,27,-1,0,-0.16666666666666666,0,0.2222222222222222,0.08955223880597014
4209,4,1,2,0,0,0.0,0,0.5,0.25
7023,26,3,23,0,0,0.0,0,0.13043478260869565,0.11538461538461539
1280,2,1,5,3,3,3.0,3,0.2,0.5
3284,2079,312,1138,-1,10,0.4326923076923077,0,0.2741652021089631,0.15007215007215008
8022,204,28,222,-1,10,0.35714285714285715,0,0.12612612612612611,0.13725490196078433
4899,5,1,5,0,0,0.0,0,0.2,0.2
2069,18,1,17,0,0,0.0,0,0.058823529411764705,0.05555555555555555
1398,21,2,17,0,0,0.0,0,0.11764705882352941,0.09523809523809523
6128,8,8,12,-1,-1,-1.0,-1,0.6666666666666666,1.0
7711,134,2,5,0,0,0.0,0,0.4,0.014925373134328358
2198,327,3,29,0,1,0.3333333333333333,0,0.10344827586206896,0.009174311926605505
3512,15,4,23,10,10,10.0,10,0.17391304347826086,0.26666666666666666
2496,15,1,11,10,10,10.0,10,0.09090909090909091,0.06666666666666667
8391,15,1,6,0,0,0.0,0,0.16666666666666666,0.06666666666666667
7244,1,1,2,-1,-1,-1.0,-1,0.5,1.0
4523,15,1,38,-1,-1,-1.0,-1,0.02631578947368421,0.06666666666666667
984,298,40,307,-1,10,2.125,0,0.13029315960912052,0.1342281879194631
8570,27,1,18,0,0,0.0,0,0.05555555555555555,0.037037037037037035
3328,8,3,5,0,10,6.666666666666667,10,0.6,0.375
8184,18,1,17,-1,-1,-1.0,-1,0.058823529411764705,0.05555555555555555
6810,12,1,6,-1,-1,-1.0,-1,0.16666666666666666,0.08333333333333333
350,7,4,6,-1,-1,-1.0,-1,0.6666666666666666,0.5714285714285714
4305,6,1,5,1,1,1.0,1,0.2,0.16666666666666666
5322,1,1,2,10,10,10.0,10,0.5,1.0
4033,7,1,9,10,10,10.0,10,0.1111111111111111,0.14285714285714285
5003,136,15,75,0,0,0.0,0,0.2,0.11029411764705882
3679,90,5,33,0,10,2.0,0,0.15151515151515152,0.05555555555555555
3171,78,5,6,0,0,0.0,0,0.8333333333333334,0.0641025641025641
8693,25,8,29,0,0,0.0,0,0.27586206896551724,0.32
3076,298,5,31,0,1,0.2,0,0.16129032258064516,0.016778523489932886
3037,7,1,3,0,0,0.0,0,0.3333333333333333,0.14285714285714285
3859,1,1,1,-1,-1,-1.0,-1,1.0,1.0
4446,2,1,1,-1,-1,-1.0,-1,1.0,0.5
3621,2075,162,1734,-1,10,0.2222222222222222,0,0.09342560553633218,0.0780722891566265
7418,132,9,46,-1,0,-0.2222222222222222,0,0.1956521739130435,0.06818181818181818
388,115,7,81,0,2,1.4285714285714286,2,0.08641975308641975,0.06086956521739131
6852,42,1,41,0,0,0.0,0,0.024390243902439025,0.023809523809523808
7600,301,8,47,0,10,3.25,0,0.1702127659574468,0.026578073089700997
6572,23,2,7,0,0,0.0,0,0.2857142857142857,0.08695652173913043
2168,6,3,4,0,10,3.3333333333333335,0,0.75,0.5
5374,9,4,7,5,5,5.0,5,0.5714285714285714,0.4444444444444444
6440,15,2,20,0,0,0.0,0,0.1,0.13333333333333333
1775,139,2,9,0,10,5.0,0,0.2222222222222222,0.014388489208633094
4617,36,2,11,0,9,4.5,0,0.18181818181818182,0.05555555555555555
4873,15,2,5,1,1,1.0,1,0.4,0.13333333333333333
6717,3,1,4,0,0,0.0,0,0.25,0.3333333333333333
2022,147,7,157,0,10,2.857142857142857,0,0.044585987261146494,0.047619047619047616
6650,393,14,275,-1,5,1.4285714285714286,1,0.05090909090909091,0.035623409669211195
4014,13,1,1,10,10,10.0,10,1.0,0.07692307692307693
6746,48,1,41,0,0,0.0,0,0.024390243902439025,0.020833333333333332
5843,6,1,3,0,0,0.0,0,0.3333333333333333,0.16666666666666666
6880,21,2,9,0,0,0.0,0,0.2222222222222222,0.09523809523809523
926,7,1,4,0,0,0.0,0,0.25,0.14285714285714285
8655,15,1,8,0,0,0.0,0,0.125,0.06666666666666667
4070,260,33,215,-1,2,0.06060606060606061,0,0.15348837209302327,0.12692307692307692
2227,18,1,8,0,0,0.0,0,0.125,0.05555555555555555
7823,38,1,28,4,4,4.0,4,0.03571428571428571,0.02631578947368421
707,5,1,3,1,1,1.0,1,0.3333333333333333,0.2
8773,104,7,19,0,8,2.0,0,0.3684210526315789,0.0673076923076923
4989,27,3,11,0,0,0.0,0,0.2727272727272727,0.1111111111111111
822,18,4,18,-1,7,2.75,2,0.2222222222222222,0.2222222222222222
2726,14,2,10,0,0,0.0,0,0.2,0.14285714285714285
1215,11,1,1,0,0,0.0,0,1.0,0.09090909090909091
4823,1,1,5,10,10,10.0,10,0.2,1.0
1925,4,2,5,0,0,0.0,0,0.4,0.5
2668,3,1,3,10,10,10.0,10,0.3333333333333333,0.3333333333333333
2772,6,1,4,0,0,0.0,0,0.25,0.16666666666666666
3673,158,2,51,-1,0,-0.5,-1,0.0392156862745098,0.012658227848101266
8186,36,1,60,0,0,0.0,0,0.016666666666666666,0.027777777777777776
3888,28,2,32,1,2,1.5,1,0.0625,0.07142857142857142
4720,219,29,191,-1,2,0.1724137931034483,0,0.1518324607329843,0.1324200913242009
8786,17,2,16,8,10,9.0,8,0.125,0.11764705882352941
3886,20,2,14,-1,-1,-1.0,-1,0.14285714285714285,0.1
285,5,1,8,0,0,0.0,0,0.125,0.2
3240,7,1,4,0,0,0.0,0,0.25,0.14285714285714285
6465,4,1,3,-1,-1,-1.0,-1,0.3333333333333333,0.25
3654,6,1,7,0,0,0.0,0,0.14285714285714285,0.16666666666666666
2288,45,1,5,10,10,10.0,10,0.2,0.022222222222222223
222,4,1,4,0,0,0.0,0,0.25,0.25
1469,2769,130,1294,-1,10,1.9923076923076923,0,0.10046367851622875,0.046948356807511735
1125,1181,44,439,-1,8,1.0,0,0.10022779043280182,0.03725656223539373
209,437,157,1321,-1,10,0.5031847133757962,0,0.11884935654806965,0.35926773455377575
995,11,2,2,-1,0,-0.5,-1,1.0,0.18181818181818182
8473,19,2,40,2,3,2.5,2,0.05,0.10526315789473684
5953,87,1,8,0,0,0.0,0,0.125,0.011494252873563218
685,50,4,16,0,0,0.0,0,0.25,0.08
604,18,1,6,-1,-1,-1.0,-1,0.16666666666666666,0.05555555555555555
6630,3,1,1,0,0,0.0,0,1.0,0.3333333333333333
330,14,2,6,0,0,0.0,0,0.3333333333333333,0.14285714285714285
1848,11,3,4,0,0,0.0,0,0.75,0.2727272727272727
122,70,3,44,0,2,0.6666666666666666,0,0.06818181818181818,0.04285714285714286
7989,36,2,3,0,4,2.0,0,0.6666666666666666,0.05555555555555555
2828,6,1,1,0,0,0.0,0,1.0,0.16666666666666666
1176,3,1,5,0,0,0.0,0,0.2,0.3333333333333333
1583,7,2,2,0,0,0.0,0,1.0,0.2857142857142857
4028,4,1,3,2,2,2.0,2,0.3333333333333333,0.25
924,145,22,146,-1,4,0.8181818181818182,0,0.1506849315068493,0.15172413793103448
5516,21,5,28,0,2,1.4,2,0.17857142857142858,0.23809523809523808
6090,12,2,10,5,5,5.0,5,0.2,0.16666666666666666
3482,12,2,15,-1,0,-0.5,-1,0.13333333333333333,0.16666666666666666
157,5,3,14,-1,1,-0.3333333333333333,-1,0.21428571428571427,0.6
8375,26,2,7,0,1,0.5,0,0.2857142857142857,0.07692307692307693
3390,1,1,70,-1,-1,-1.0,-1,0.014285714285714285,1.0
539,107,2,21,0,0,0.0,0,0.09523809523809523,0.018691588785046728
8037,422,30,176,0,10,1.8666666666666667,0,0.17045454545454544,0.07109004739336493
3276,7,1,3,3,3,3.0,3,0.3333333333333333,0.14285714285714285
246,24,1,7,0,0,0.0,0,0.14285714285714285,0.041666666666666664
5787,34,1,43,10,10,10.0,10,0.023255813953488372,0.029411764705882353
5524,14,1,23,-1,-1,-1.0,-1,0.043478260869565216,0.07142857142857142
599,32,2,12,0,1,0.5,0,0.16666666666666666,0.0625
2404,15,2,23,3,3,3.0,3,0.08695652173913043,0.13333333333333333
519,10,2,7,0,0,0.0,0,0.2857142857142857,0.2
6993,12,1,11,0,0,0.0,0,0.09090909090909091,0.08333333333333333
3862,19,3,12,-1,10,4.333333333333333,4,0.25,0.15789473684210525
4018,35,1,1,0,0,0.0,0,1.0,0.02857142857142857
7241,12,1,2,0,0,0.0,0,0.5,0.08333333333333333
1197,10,1,6,0,0,0.0,0,0.16666666666666666,0.1
6504,467,26,902,-1,10,0.8076923076923077,0,0.028824833702882482,0.055674518201284794
8721,101,1,50,0,0,0.0,0,0.02,0.009900990099009901
2051,24,4,28,0,6,2.75,2,0.14285714285714285,0.16666666666666666
5755,208,5,227,0,1,0.4,0,0.022026431718061675,0.02403846153846154
6024,212,13,51,-1,10,0.7692307692307693,-1,0.2549019607843137,0.06132075471698113
2549,94,7,39,0,10,1.4285714285714286,0,0.1794871794871795,0.07446808510638298
8619,131,4,52,0,0,0.0,0,0.07692307692307693,0.030534351145038167
6339,5,1,6,0,0,0.0,0,0.16666666666666666,0.2
3567,21,1,3,0,0,0.0,0,0.3333333333333333,0.047619047619047616
2823,16,1,3,0,0,0.0,0,0.3333333333333333,0.0625
8672,3,1,4,1,1,1.0,1,0.25,0.3333333333333333
5182,3,1,1,0,0,0.0,0,1.0,0.3333333333333333
3293,777,67,639,-1,10,1.7611940298507462,1,0.10485133020344288,0.08622908622908623
6515,155,27,160,-1,10,1.9259259259259258,0,0.16875,0.17419354838709677
1244,101,1,12,1,1,1.0,1,0.08333333333333333,0.009900990099009901
2619,27,12,14,-1,6,1.3333333333333333,1,0.8571428571428571,0.4444444444444444
1425,7,1,7,5,5,5.0,5,0.14285714285714285,0.14285714285714285
140,4,1,1,0,0,0.0,0,1.0,0.25
711,15,1,9,-1,-1,-1.0,-1,0.1111111111111111,0.06666666666666667
6946,22,6,12,0,6,1.0,0,0.5,0.2727272727272727
4498,7,1,4,0,0,0.0,0,0.25,0.14285714285714285
665,51,3,14,-1,10,3.0,0,0.21428571428571427,0.058823529411764705
2582,10,1,8,-1,-1,-1.0,-1,0.125,0.1
5868,8,1,10,0,0,0.0,0,0.1,0.125
3857,16,2,26,2,3,2.5,2,0.07692307692307693,0.125
6917,21,1,1,0,0,0.0,0,1.0,0.047619047619047616
4828,1,1,6,10,10,10.0,10,0.16666666666666666,1.0
4327,16,1,7,2,2,2.0,2,0.14285714285714285,0.0625
618,60,1,17,5,5,5.0,5,0.058823529411764705,0.016666666666666666
7902,22,5,14,0,1,0.2,0,0.35714285714285715,0.22727272727272727
3155,35,3,42,0,4,1.6666666666666667,1,0.07142857142857142,0.08571428571428572
1542,8,3,5,0,5,1.6666666666666667,0,0.6,0.375
7347,37,9,45,0,10,1.5555555555555556,0,0.2,0.24324324324324326
5609,49,2,5,0,0,0.0,0,0.4,0.04081632653061224
1599,8,2,6,0,1,0.5,0,0.3333333333333333,0.25
355,11,4,12,0,10,2.5,0,0.3333333333333333,0.36363636363636365
1786,1,1,5,0,0,0.0,0,0.2,1.0
7361,10,1,1,0,0,0.0,0,1.0,0.1
7691,10,4,5,0,0,0.0,0,0.8,0.4
5018,28,5,19,0,2,0.8,0,0.2631578947368421,0.17857142857142858
386,7,1,11,4,4,4.0,4,0.09090909090909091,0.14285714285714285
2339,33,4,17,-1,3,1.0,0,0.23529411764705882,0.12121212121212122
8218,67,1,7,1,1,1.0,1,0.14285714285714285,0.014925373134328358
5344,6,1,16,0,0,0.0,0,0.0625,0.16666666666666666
1723,5,1,4,7,7,7.0,7,0.25,0.2
7555,3349,447,9278,-1,10,1.4988814317673378,0,0.04817848674283251,0.13347267841146612
8088,9,2,13,0,0,0.0,0,0.15384615384615385,0.2222222222222222
1382,13,3,8,0,10,6.666666666666667,10,0.375,0.23076923076923078
2635,45,6,14,0,0,0.0,0,0.42857142857142855,0.13333333333333333
8523,15,1,2,0,0,0.0,0,0.5,0.06666666666666667
7346,14,2,6,-1,10,4.5,-1,0.3333333333333333,0.14285714285714285
748,4,2,3,1,1,1.0,1,0.6666666666666666,0.5
7221,703,71,632,-1,10,1.056338028169014,0,0.11234177215189874,0.10099573257467995
4663,395,15,528,-1,6,1.4666666666666666,0,0.028409090909090908,0.0379746835443038
1491,42,3,32,2,3,2.3333333333333335,2,0.09375,0.07142857142857142
3798,8,2,4,2,2,2.0,2,0.5,0.25
146,6,1,4,-1,-1,-1.0,-1,0.25,0.16666666666666666
3206,4,1,3,2,2,2.0,2,0.3333333333333333,0.25
3283,759,286,536,-1,10,0.3776223776223776,0,0.5335820895522388,0.37681159420289856
797,1377,226,1247,-1,10,0.035398230088495575,0,0.18123496391339214,0.16412490922294845
3449,112,7,194,0,1,0.14285714285714285,0,0.03608247422680412,0.0625
8025,23,1,4,0,0,0.0,0,0.25,0.043478260869565216
4515,190,15,79,0,1,0.13333333333333333,0,0.189873417721519,0.07894736842105263
2054,9,1,4,0,0,0.0,0,0.25,0.1111111111111111
4102,36,1,8,0,0,0.0,0,0.125,0.027777777777777776
2941,150,33,89,0,0,0.0,0,0.3707865168539326,0.22
4786,5,1,2,0,0,0.0,0,0.5,0.2
3826,6,1,5,0,0,0.0,0,0.2,0.16666666666666666
2786,338,18,221,-1,10,1.9444444444444444,0,0.08144796380090498,0.05325443786982249
7143,76,1,10,1,1,1.0,1,0.1,0.013157894736842105
1516,13,1,13,4,4,4.0,4,0.07692307692307693,0.07692307692307693
2296,42,4,15,-1,0,-0.5,-1,0.26666666666666666,0.09523809523809523
8830,4,1,2,-1,-1,-1.0,-1,0.5,0.25
2780,19,4,26,0,0,0.0,0,0.15384615384615385,0.21052631578947367
5192,8,1,7,0,0,0.0,0,0.14285714285714285,0.125
7042,17,2,7,0,0,0.0,0,0.2857142857142857,0.11764705882352941
2957,9,3,10,0,0,0.0,0,0.3,0.3333333333333333
4351,8,1,4,0,0,0.0,0,0.25,0.125
7087,17,1,3,0,0,0.0,0,0.3333333333333333,0.058823529411764705
