Merchant_id,Total_sales,Sales_use_coupon,Total_coupon,Merchant_min_distance,Merchant_max_distance,Merchant_mean_distance,Merchant_median_distance,Merchant_coupon_transfer_rate,Coupon_rate
4132,1,1,3,-1,-1,-1.0,-1,0.3333333333333333,1.0
8396,30,2,9,0,0,0.0,0,0.2222222222222222,0.06666666666666667
1675,14,2,7,0,0,0.0,0,0.2857142857142857,0.14285714285714285
8011,42,2,16,0,0,0.0,0,0.125,0.047619047619047616
8536,64,7,24,-1,1,0.0,0,0.2916666666666667,0.109375
2342,330,64,240,0,4,0.71875,0,0.26666666666666666,0.19393939393939394
4992,22,1,5,8,8,8.0,8,0.2,0.045454545454545456
7173,9,2,5,-1,1,0.0,-1,0.4,0.2222222222222222
939,98,3,11,-1,10,2.6666666666666665,-1,0.2727272727272727,0.030612244897959183
3611,109,7,153,-1,5,2.2857142857142856,3,0.0457516339869281,0.06422018348623854
2662,11,3,8,0,0,0.0,0,0.375,0.2727272727272727
1226,5,1,4,-1,-1,-1.0,-1,0.25,0.2
5152,229,12,195,-1,10,1.8333333333333333,0,0.06153846153846154,0.05240174672489083
7613,179,1,14,0,0,0.0,0,0.07142857142857142,0.00558659217877095
1892,176,21,182,-1,10,0.47619047619047616,0,0.11538461538461539,0.11931818181818182
2463,31,6,12,0,1,0.3333333333333333,0,0.5,0.1935483870967742
4083,217,3,102,0,9,3.0,0,0.029411764705882353,0.013824884792626729
497,23,3,15,0,0,0.0,0,0.2,0.13043478260869565
4155,76,3,78,0,10,3.6666666666666665,1,0.038461538461538464,0.039473684210526314
1243,20,2,24,0,0,0.0,0,0.08333333333333333,0.1
2583,2,1,2,0,0,0.0,0,0.5,0.5
3706,140,9,741,-1,1,-0.1111111111111111,0,0.012145748987854251,0.06428571428571428
1772,71,4,38,0,2,1.0,0,0.10526315789473684,0.056338028169014086
7539,16,1,7,4,4,4.0,4,0.14285714285714285,0.0625
6152,21,1,6,10,10,10.0,10,0.16666666666666666,0.047619047619047616
8126,15,2,2,-1,-1,-1.0,-1,1.0,0.13333333333333333
787,3,1,1,3,3,3.0,3,1.0,0.3333333333333333
8809,3,1,4,10,10,10.0,10,0.25,0.3333333333333333
5337,51,2,4,0,0,0.0,0,0.5,0.0392156862745098
3403,206,47,112,-1,10,0.8085106382978723,0,0.41964285714285715,0.22815533980582525
7838,132,45,828,-1,10,1.4666666666666666,1,0.05434782608695652,0.3409090909090909
731,11,1,8,1,1,1.0,1,0.125,0.09090909090909091
1708,18,3,7,-1,-1,-1.0,-1,0.42857142857142855,0.16666666666666666
6288,46,4,28,0,3,1.0,0,0.14285714285714285,0.08695652173913043
2240,18,3,6,-1,1,0.0,0,0.5,0.16666666666666666
5006,161,11,97,-1,10,1.8181818181818181,0,0.1134020618556701,0.06832298136645963
6863,30,2,36,0,5,2.5,0,0.05555555555555555,0.06666666666666667
8608,2,2,4,0,10,5.0,0,0.5,1.0
3127,1,1,2,1,1,1.0,1,0.5,1.0
2610,331,49,182,-1,4,0.24489795918367346,0,0.2692307692307692,0.14803625377643503
5212,27,1,2,8,8,8.0,8,0.5,0.037037037037037035
8656,25,6,31,0,0,0.0,0,0.1935483870967742,0.24
5875,16,4,6,2,10,8.0,10,0.6666666666666666,0.25
2857,27,6,43,0,0,0.0,0,0.13953488372093023,0.2222222222222222
3743,3,3,9,0,6,3.0,3,0.3333333333333333,1.0
7895,1,1,3,-1,-1,-1.0,-1,0.3333333333333333,1.0
2738,40,2,32,7,10,8.5,7,0.0625,0.05
1418,41,3,43,0,0,0.0,0,0.06976744186046512,0.07317073170731707
4267,12,1,16,0,0,0.0,0,0.0625,0.08333333333333333
3123,21,2,4,1,1,1.0,1,0.5,0.09523809523809523
7250,8,2,6,1,1,1.0,1,0.3333333333333333,0.25
6988,6,4,9,0,0,0.0,0,0.4444444444444444,0.6666666666666666
2804,131,8,1326,0,10,2.375,0,0.006033182503770739,0.061068702290076333
5892,32,5,17,0,0,0.0,0,0.29411764705882354,0.15625
8674,20,1,6,0,0,0.0,0,0.16666666666666666,0.05
806,41,5,22,-1,0,-0.2,0,0.22727272727272727,0.12195121951219512
7023,18,1,13,0,0,0.0,0,0.07692307692307693,0.05555555555555555
1280,2,1,7,3,3,3.0,3,0.14285714285714285,0.5
3284,2206,332,1323,-1,10,0.4066265060240964,0,0.2509448223733938,0.15049864007252947
8022,112,8,43,0,2,0.25,0,0.18604651162790697,0.07142857142857142
2069,19,1,12,0,0,0.0,0,0.08333333333333333,0.05263157894736842
6128,5,5,8,-1,-1,-1.0,-1,0.625,1.0
2496,15,1,10,10,10,10.0,10,0.1,0.06666666666666667
8391,12,1,6,0,0,0.0,0,0.16666666666666666,0.08333333333333333
3512,7,1,9,10,10,10.0,10,0.1111111111111111,0.14285714285714285
984,281,1,2,0,0,0.0,0,0.5,0.0035587188612099642
3328,5,3,5,0,10,6.666666666666667,10,0.6,0.6
350,5,3,5,-1,-1,-1.0,-1,0.6,0.6
4305,7,1,5,1,1,1.0,1,0.2,0.14285714285714285
3679,131,5,679,0,10,2.0,0,0.007363770250368188,0.03816793893129771
5003,97,11,71,0,0,0.0,0,0.15492957746478872,0.1134020618556701
3076,273,5,32,0,1,0.2,0,0.15625,0.018315018315018316
3859,1,1,1,-1,-1,-1.0,-1,1.0,1.0
8693,17,3,13,0,0,0.0,0,0.23076923076923078,0.17647058823529413
7304,1,1,2,-1,-1,-1.0,-1,0.5,1.0
3621,1548,136,999,-1,3,0.19852941176470587,0,0.13613613613613615,0.08785529715762273
7600,228,8,47,0,10,3.25,0,0.1702127659574468,0.03508771929824561
2168,4,3,4,0,10,3.3333333333333335,0,0.75,0.75
5374,11,4,5,5,5,5.0,5,0.8,0.36363636363636365
7418,59,2,8,0,0,0.0,0,0.25,0.03389830508474576
1775,146,7,16,0,10,2.857142857142857,0,0.4375,0.04794520547945205
4873,9,2,5,1,1,1.0,1,0.4,0.2222222222222222
6717,3,1,4,0,0,0.0,0,0.25,0.3333333333333333
6650,349,14,230,-1,5,1.4285714285714286,1,0.06086956521739131,0.04011461318051576
2022,78,3,71,0,0,0.0,0,0.04225352112676056,0.038461538461538464
6880,21,2,9,0,0,0.0,0,0.2222222222222222,0.09523809523809523
926,6,1,4,0,0,0.0,0,0.25,0.16666666666666666
4070,241,31,214,-1,2,0.03225806451612903,0,0.14485981308411214,0.12863070539419086
8773,100,2,25,-1,0,-0.5,-1,0.08,0.02
2726,14,3,18,0,0,0.0,0,0.16666666666666666,0.21428571428571427
1215,23,1,19,0,0,0.0,0,0.05263157894736842,0.043478260869565216
707,8,1,2,1,1,1.0,1,0.5,0.125
822,17,3,15,-1,3,1.3333333333333333,2,0.2,0.17647058823529413
4823,2,1,7,10,10,10.0,10,0.14285714285714285,0.5
1925,6,2,5,0,0,0.0,0,0.4,0.3333333333333333
4989,11,2,2,0,0,0.0,0,1.0,0.18181818181818182
3673,107,1,3,0,0,0.0,0,0.3333333333333333,0.009345794392523364
3888,29,3,1733,1,6,3.0,2,0.0017311021350259665,0.10344827586206896
4720,171,28,160,-1,2,0.17857142857142858,0,0.175,0.16374269005847952
222,9,1,4,0,0,0.0,0,0.25,0.1111111111111111
1469,5352,64,1000,-1,10,1.21875,0,0.064,0.01195814648729447
1125,1435,46,434,-1,8,0.9782608695652174,0,0.10599078341013825,0.03205574912891986
209,388,150,1866,-1,10,0.5866666666666667,0,0.08038585209003216,0.3865979381443299
995,11,2,2,-1,0,-0.5,-1,1.0,0.18181818181818182
8473,17,2,40,2,3,2.5,2,0.05,0.11764705882352941
330,11,1,3,0,0,0.0,0,0.3333333333333333,0.09090909090909091
122,47,1,21,0,0,0.0,0,0.047619047619047616,0.02127659574468085
2828,11,4,8,0,0,0.0,0,0.5,0.36363636363636365
5025,6,1,2,0,0,0.0,0,0.5,0.16666666666666666
1176,3,1,7,0,0,0.0,0,0.14285714285714285,0.3333333333333333
7989,24,1,4,0,0,0.0,0,0.25,0.041666666666666664
924,132,22,116,-1,5,1.0,0,0.1896551724137931,0.16666666666666666
5516,16,3,12,0,2,1.0,1,0.25,0.1875
157,4,3,10,-1,1,-0.3333333333333333,-1,0.3,0.75
3390,1,1,58,-1,-1,-1.0,-1,0.017241379310344827,1.0
539,82,2,21,0,0,0.0,0,0.09523809523809523,0.024390243902439025
8037,616,84,3423,-1,10,1.3214285714285714,0,0.024539877300613498,0.13636363636363635
599,34,2,13,0,1,0.5,0,0.15384615384615385,0.058823529411764705
4426,2,2,4,-1,-1,-1.0,-1,0.5,1.0
519,9,3,8,0,0,0.0,0,0.375,0.3333333333333333
3862,12,1,6,-1,-1,-1.0,-1,0.16666666666666666,0.08333333333333333
6504,566,21,400,-1,10,0.9523809523809523,0,0.0525,0.037102473498233215
2549,63,1,4,0,0,0.0,0,0.25,0.015873015873015872
2051,16,3,17,0,6,3.0,3,0.17647058823529413,0.1875
8721,54,1,17,0,0,0.0,0,0.058823529411764705,0.018518518518518517
6024,161,1,7,-1,-1,-1.0,-1,0.14285714285714285,0.006211180124223602
8672,3,1,4,1,1,1.0,1,0.25,0.3333333333333333
3293,616,45,394,-1,10,1.488888888888889,1,0.11421319796954314,0.07305194805194805
6515,123,18,111,-1,10,2.2222222222222223,0,0.16216216216216217,0.14634146341463414
4498,7,2,4,0,10,5.0,0,0.5,0.2857142857142857
2619,76,25,55,-1,6,0.92,0,0.45454545454545453,0.32894736842105265
1244,75,1,18,1,1,1.0,1,0.05555555555555555,0.013333333333333334
1425,6,1,6,5,5,5.0,5,0.16666666666666666,0.16666666666666666
6946,10,3,9,0,0,0.0,0,0.3333333333333333,0.3
665,35,3,14,-1,10,3.0,0,0.21428571428571427,0.08571428571428572
3857,36,5,49,0,6,2.4,2,0.10204081632653061,0.1388888888888889
7560,24,2,11,0,1,0.5,0,0.18181818181818182,0.08333333333333333
6917,33,1,1,0,0,0.0,0,1.0,0.030303030303030304
3155,12,1,20,0,0,0.0,0,0.05,0.08333333333333333
7347,29,8,35,0,10,1.25,0,0.22857142857142856,0.27586206896551724
5609,33,1,4,0,0,0.0,0,0.25,0.030303030303030304
355,7,1,9,0,0,0.0,0,0.1111111111111111,0.14285714285714285
1786,2,1,5,0,0,0.0,0,0.2,0.5
7361,13,1,1,0,0,0.0,0,1.0,0.07692307692307693
7691,4,1,3,0,0,0.0,0,0.3333333333333333,0.25
2339,33,7,26,0,2,0.2857142857142857,0,0.2692307692307692,0.21212121212121213
8218,64,1,7,1,1,1.0,1,0.14285714285714285,0.015625
7555,3785,568,12593,-1,10,1.068661971830986,0,0.045104423092194076,0.15006605019815059
8088,12,2,15,0,0,0.0,0,0.13333333333333333,0.16666666666666666
1382,6,1,3,10,10,10.0,10,0.3333333333333333,0.16666666666666666
4451,13,2,8,0,0,0.0,0,0.25,0.15384615384615385
748,4,1,2,1,1,1.0,1,0.5,0.25
7221,610,54,646,-1,10,0.7037037037037037,0,0.08359133126934984,0.08852459016393442
4663,744,29,2360,-1,10,1.8275862068965518,0,0.01228813559322034,0.038978494623655914
146,6,1,5,-1,-1,-1.0,-1,0.2,0.16666666666666666
4111,1,1,14,-1,-1,-1.0,-1,0.07142857142857142,1.0
3283,737,287,539,-1,10,0.3902439024390244,0,0.5324675324675324,0.3894165535956581
3449,121,3,38,0,0,0.0,0,0.07894736842105263,0.024793388429752067
797,1003,58,285,-1,2,-0.017241379310344827,0,0.20350877192982456,0.05782652043868395
4515,152,10,55,0,1,0.1,0,0.18181818181818182,0.06578947368421052
2941,76,15,63,0,0,0.0,0,0.23809523809523808,0.19736842105263158
3826,5,1,5,0,0,0.0,0,0.2,0.2
2786,316,18,221,-1,10,1.9444444444444444,0,0.08144796380090498,0.056962025316455694
2296,47,4,15,-1,0,-0.5,-1,0.26666666666666666,0.0851063829787234
8830,4,1,2,-1,-1,-1.0,-1,0.5,0.25
7042,10,1,3,0,0,0.0,0,0.3333333333333333,0.1
1516,10,1,8,4,4,4.0,4,0.125,0.1
6362,71,10,72,-1,10,3.7,3,0.1388888888888889,0.14084507042253522
6481,84,2,56,0,0,0.0,0,0.03571428571428571,0.023809523809523808
5968,12,1,3,0,0,0.0,0,0.3333333333333333,0.08333333333333333
7806,1,1,7,-1,-1,-1.0,-1,0.14285714285714285,1.0
2138,19,1,1,10,10,10.0,10,1.0,0.05263157894736842
5341,13675,3364,21608,-1,10,0.15903686087990487,0,0.1556830803406146,0.2459963436928702
6227,60,1,16,-1,-1,-1.0,-1,0.0625,0.016666666666666666
674,21,2,16,-1,2,0.5,-1,0.125,0.09523809523809523
212,77,17,104,0,10,1.3529411764705883,0,0.16346153846153846,0.22077922077922077
8699,20,4,15,-1,1,0.0,0,0.26666666666666666,0.2
6907,78,4,125,-1,10,4.25,0,0.032,0.05128205128205128
7616,6,2,7,0,0,0.0,0,0.2857142857142857,0.3333333333333333
3192,27,2,2,0,1,0.5,0,1.0,0.07407407407407407
6223,8,1,5,-1,-1,-1.0,-1,0.2,0.125
3210,15,3,5,0,0,0.0,0,0.6,0.2
4450,5,2,11,0,1,0.5,0,0.18181818181818182,0.4
7733,15,1,10,0,0,0.0,0,0.1,0.06666666666666667
1644,53,12,70,-1,2,0.3333333333333333,0,0.17142857142857143,0.22641509433962265
7269,12,1,2,0,0,0.0,0,0.5,0.08333333333333333
2213,2,1,2,6,6,6.0,6,0.5,0.5
7925,21,2,2,0,0,0.0,0,1.0,0.09523809523809523
7974,1861,191,4727,-1,10,0.6387434554973822,0,0.04040617727945843,0.10263299301450833
3786,1582,253,3522,-1,10,1.0355731225296443,0,0.07183418512208972,0.15992414664981036
8144,82,2,23,-1,-1,-1.0,-1,0.08695652173913043,0.024390243902439025
3231,121,12,92,-1,10,1.5,0,0.13043478260869565,0.09917355371900827
3022,206,3,9,0,0,0.0,0,0.3333333333333333,0.014563106796116505
4487,31,1,16,0,0,0.0,0,0.0625,0.03225806451612903
6612,6,1,2,0,0,0.0,0,0.5,0.16666666666666666
13,3,1,3,0,0,0.0,0,0.3333333333333333,0.3333333333333333
760,3965,489,8042,-1,10,0.3149284253578732,0,0.0608057697090276,0.12332912988650693
2433,266,3,28,0,0,0.0,0,0.10714285714285714,0.011278195488721804
7182,12,2,7,0,0,0.0,0,0.2857142857142857,0.16666666666666666
3813,52,3,35,0,1,0.6666666666666666,1,0.08571428571428572,0.057692307692307696
5777,42,3,6,0,3,1.3333333333333333,1,0.5,0.07142857142857142
7402,6,2,5,0,0,0.0,0,0.4,0.3333333333333333
2422,60,16,66,-1,6,0.625,0,0.24242424242424243,0.26666666666666666
4013,7,1,7,8,8,8.0,8,0.14285714285714285,0.14285714285714285
2879,2,1,2,0,0,0.0,0,0.5,0.5
2852,57,3,38,0,0,0.0,0,0.07894736842105263,0.05263157894736842
8800,129,11,110,0,10,1.1818181818181819,0,0.1,0.08527131782945736
1646,16,1,2,-1,-1,-1.0,-1,0.5,0.0625
328,12,3,5,2,2,2.0,2,0.6,0.25
3659,1,1,1,0,0,0.0,0,1.0,1.0
3557,1,1,6,-1,-1,-1.0,-1,0.16666666666666666,1.0
8225,6,1,6,0,0,0.0,0,0.16666666666666666,0.16666666666666666
20,43,1,9,0,0,0.0,0,0.1111111111111111,0.023255813953488372
8666,8,1,6,-1,-1,-1.0,-1,0.16666666666666666,0.125
5818,64,6,35,0,0,0.0,0,0.17142857142857143,0.09375
5971,14,1,9,-1,-1,-1.0,-1,0.1111111111111111,0.07142857142857142
6243,12,12,25,-1,-1,-1.0,-1,0.48,1.0
6781,2,1,2,10,10,10.0,10,0.5,0.5
3419,15,2,13,10,10,10.0,10,0.15384615384615385,0.13333333333333333
2071,4,1,1,0,0,0.0,0,1.0,0.25
4314,171,1,107,0,0,0.0,0,0.009345794392523364,0.005847953216374269
5237,73,2,12,0,8,4.0,0,0.16666666666666666,0.0273972602739726
7070,1,1,3,0,0,0.0,0,0.3333333333333333,1.0
6020,71,5,99,0,4,1.6,0,0.050505050505050504,0.07042253521126761
4564,9,1,1,6,6,6.0,6,1.0,0.1111111111111111
5591,2277,123,1126,-1,4,0.17073170731707318,0,0.10923623445825932,0.05401844532279315
3529,11,1,4,-1,-1,-1.0,-1,0.25,0.09090909090909091
8700,1,1,2,2,2,2.0,2,0.5,1.0
2560,2,2,8,-1,-1,-1.0,-1,0.25,1.0
3489,41,13,62,0,9,0.6923076923076923,0,0.20967741935483872,0.3170731707317073
2489,3,1,2,1,1,1.0,1,0.5,0.3333333333333333
8594,105,2,83,-1,0,-0.5,-1,0.024096385542168676,0.01904761904761905
7019,412,22,8391,0,5,0.5454545454545454,0,0.0026218567512811346,0.05339805825242718
3871,34,17,109,-1,3,0.9411764705882353,1,0.1559633027522936,0.5
1968,67,2,12,0,0,0.0,0,0.16666666666666666,0.029850746268656716
966,9,5,10,-1,0,-0.8,-1,0.5,0.5555555555555556
4356,901,57,600,-1,10,1.6842105263157894,0,0.095,0.06326304106548279
3269,13,1,14,-1,-1,-1.0,-1,0.07142857142857142,0.07692307692307693
8588,1,1,13,-1,-1,-1.0,-1,0.07692307692307693,1.0
7231,12,3,8,-1,-1,-1.0,-1,0.375,0.25
120,87,1,27,0,0,0.0,0,0.037037037037037035,0.011494252873563218
3827,20,1,11,1,1,1.0,1,0.09090909090909091,0.05
1028,5,2,6,0,0,0.0,0,0.3333333333333333,0.4
969,1,1,5,-1,-1,-1.0,-1,0.2,1.0
5039,166,5,37,0,4,0.8,0,0.13513513513513514,0.030120481927710843
4043,692,94,543,-1,10,0.8191489361702128,0,0.1731123388581952,0.13583815028901733
6043,58,3,18,0,0,0.0,0,0.16666666666666666,0.05172413793103448
1951,17,1,10,0,0,0.0,0,0.1,0.058823529411764705
8092,7,1,3,0,0,0.0,0,0.3333333333333333,0.14285714285714285
5716,4,2,4,-1,0,-0.5,-1,0.5,0.5
2224,15,1,7,0,0,0.0,0,0.14285714285714285,0.06666666666666667
1029,1,1,3,0,0,0.0,0,0.3333333333333333,1.0
8012,9,4,6,-1,1,-0.25,-1,0.6666666666666666,0.4444444444444444
5010,62,12,21,0,0,0.0,0,0.5714285714285714,0.1935483870967742
2458,3,1,5,0,0,0.0,0,0.2,0.3333333333333333
8653,125,3,22,0,7,2.3333333333333335,0,0.13636363636363635,0.024
4529,7,1,1,3,3,3.0,3,1.0,0.14285714285714285
2128,50,2,27,0,0,0.0,0,0.07407407407407407,0.04
4543,63,2,36,-1,0,-0.5,-1,0.05555555555555555,0.031746031746031744
1360,60,9,44,0,3,0.3333333333333333,0,0.20454545454545456,0.15
4660,46,20,14970,0,10,1.55,1,0.0013360053440213762,0.43478260869565216
5736,10,2,5,0,0,0.0,0,0.4,0.2
8614,420,57,521,-1,10,0.7192982456140351,0,0.10940499040307101,0.1357142857142857
4536,23,2,17,1,1,1.0,1,0.11764705882352941,0.08695652173913043
6284,60,17,6383,-1,10,4.0588235294117645,4,0.002663324455585148,0.2833333333333333
6803,78,6,90,-1,1,0.16666666666666666,0,0.06666666666666667,0.07692307692307693
3655,24,7,115,0,10,2.2857142857142856,1,0.06086956521739131,0.2916666666666667
3257,21,2,3,0,10,5.0,0,0.6666666666666666,0.09523809523809523
5826,5,2,6,0,2,1.0,0,0.3333333333333333,0.4
5735,2,1,1,2,2,2.0,2,1.0,0.5
2085,22,1,39,0,0,0.0,0,0.02564102564102564,0.045454545454545456
7181,30,5,29,0,4,2.4,2,0.1724137931034483,0.16666666666666666
2844,11,2,10,0,0,0.0,0,0.2,0.18181818181818182
397,46,13,46,0,0,0.0,0,0.2826086956521739,0.2826086956521739
8124,1,1,39,-1,-1,-1.0,-1,0.02564102564102564,1.0
8844,240,2,26,0,6,3.0,0,0.07692307692307693,0.008333333333333333
1807,47,3,21,0,0,0.0,0,0.14285714285714285,0.06382978723404255
5917,17,1,1,0,0,0.0,0,1.0,0.058823529411764705
3676,2,1,3,0,0,0.0,0,0.3333333333333333,0.5
6072,10,1,3,0,0,0.0,0,0.3333333333333333,0.1
8824,25,3,13,0,0,0.0,0,0.23076923076923078,0.12
8095,11,2,5,0,0,0.0,0,0.4,0.18181818181818182
1569,470,57,12945,-1,10,2.2280701754385963,0,0.00440324449594438,0.12127659574468085
8712,38,8,37,0,1,0.75,1,0.21621621621621623,0.21052631578947367
5579,2,2,4,-1,-1,-1.0,-1,0.5,1.0
6379,14,5,6,0,0,0.0,0,0.8333333333333334,0.35714285714285715
6134,140,3,134,0,0,0.0,0,0.022388059701492536,0.02142857142857143
2987,70,3,59,0,10,3.6666666666666665,1,0.05084745762711865,0.04285714285714286
3762,41,4,18,0,2,0.75,0,0.2222222222222222,0.0975609756097561
6568,21,3,5,-1,10,3.6666666666666665,2,0.6,0.14285714285714285
6351,1,1,3,-1,-1,-1.0,-1,0.3333333333333333,1.0
8390,670,91,404,-1,10,0.6813186813186813,0,0.22524752475247525,0.13582089552238805
904,135,15,96,0,2,0.3333333333333333,0,0.15625,0.1111111111111111
931,18,1,2,0,0,0.0,0,0.5,0.05555555555555555
5265,30,2,29,4,5,4.5,4,0.06896551724137931,0.06666666666666667
7427,40,3,20,0,1,0.6666666666666666,1,0.15,0.075
1530,39,1,6,0,0,0.0,0,0.16666666666666666,0.02564102564102564
7072,57,1,28,2,2,2.0,2,0.03571428571428571,0.017543859649122806
5896,23,2,3,0,10,5.0,0,0.6666666666666666,0.08695652173913043
3440,2,1,1,0,0,0.0,0,1.0,0.5
1035,2,1,24,0,0,0.0,0,0.041666666666666664,0.5
3522,1,1,2,10,10,10.0,10,0.5,1.0
3112,76,5,34,-1,2,0.6,1,0.14705882352941177,0.06578947368421052
15,54,7,46,0,1,0.42857142857142855,0,0.15217391304347827,0.12962962962962962
5870,64,9,54,-1,6,0.4444444444444444,0,0.16666666666666666,0.140625
4308,62,2,55,-1,1,0.0,-1,0.03636363636363636,0.03225806451612903
5330,17,1,5,-1,-1,-1.0,-1,0.2,0.058823529411764705
1253,11,2,2,1,1,1.0,1,1.0,0.18181818181818182
7903,938,114,337,-1,5,0.08771929824561403,0,0.33827893175074186,0.12153518123667377
5474,13,1,14,10,10,10.0,10,0.07142857142857142,0.07692307692307693
2691,246,27,315,0,10,0.7037037037037037,0,0.08571428571428572,0.10975609756097561
8216,24,9,49,-1,0,-0.8888888888888888,-1,0.1836734693877551,0.375
3527,189,16,77,0,10,1.75,0,0.2077922077922078,0.08465608465608465
1052,17,2,12,3,3,3.0,3,0.16666666666666666,0.11764705882352941
5688,31,3,45,1,10,4.0,1,0.06666666666666667,0.0967741935483871
6166,2,2,7,-1,-1,-1.0,-1,0.2857142857142857,1.0
4195,1132,131,889,-1,10,0.4351145038167939,0,0.14735658042744657,0.1157243816254417
4037,6,1,9,2,2,2.0,2,0.1111111111111111,0.16666666666666666
1194,34,4,33,0,0,0.0,0,0.12121212121212122,0.11764705882352941
6531,8,1,11,0,0,0.0,0,0.09090909090909091,0.125
6195,78,2,41,-1,1,0.0,-1,0.04878048780487805,0.02564102564102564
6279,109,2,6,0,0,0.0,0,0.3333333333333333,0.01834862385321101
2438,83,1,4,-1,-1,-1.0,-1,0.25,0.012048192771084338
7979,8,1,6,1,1,1.0,1,0.16666666666666666,0.125
1732,265,13,65,-1,7,1.0769230769230769,0,0.2,0.04905660377358491
4885,116,23,96,-1,10,0.43478260869565216,0,0.23958333333333334,0.19827586206896552
4348,8,2,6,0,0,0.0,0,0.3333333333333333,0.25
5329,12,1,5,0,0,0.0,0,0.2,0.08333333333333333
8406,6,1,1,0,0,0.0,0,1.0,0.16666666666666666
1654,76,12,37,0,5,0.8333333333333334,0,0.32432432432432434,0.15789473684210525
775,160,10,53,-1,1,0.0,0,0.18867924528301888,0.0625
1697,8,1,7,0,0,0.0,0,0.14285714285714285,0.125
3074,2,1,1,9,9,9.0,9,1.0,0.5
1132,10,2,2,3,5,4.0,3,1.0,0.2
165,37,3,12,0,0,0.0,0,0.25,0.08108108108108109
1240,4,2,6,10,10,10.0,10,0.3333333333333333,0.5
2764,3,1,6,0,0,0.0,0,0.16666666666666666,0.3333333333333333
8605,11,1,1,0,0,0.0,0,1.0,0.09090909090909091
2620,14,3,5,0,0,0.0,0,0.6,0.21428571428571427
8519,13,1,7,0,0,0.0,0,0.14285714285714285,0.07692307692307693
2157,4,1,4,0,0,0.0,0,0.25,0.25
7428,160,7,80,-1,1,-0.14285714285714285,0,0.0875,0.04375
4930,11,1,6,0,0,0.0,0,0.16666666666666666,0.09090909090909091
